jointforce_id,session_trial,time,elbow_force_x,elbow_force_y,elbow_force_z,shoulder_upper_arm_force_x,shoulder_upper_arm_force_y,shoulder_upper_arm_force_z,shoulder_thorax_force_x,shoulder_thorax_force_y,shoulder_thorax_force_z,wrist_force_x,wrist_force_y,wrist_force_z,glove_elbow_force_x,glove_elbow_force_y,glove_elbow_force_z,glove_shoulder_glove_upper_arm_force_x,glove_shoulder_glove_upper_arm_force_y,glove_shoulder_glove_upper_arm_force_z,glove_shoulder_thorax_force_x,glove_shoulder_thorax_force_y,glove_shoulder_thorax_force_z,glove_wrist_force_x,glove_wrist_force_y,glove_wrist_force_z
2489108,499_4,1.35,57.53,-37.22,14.73,0.37,69.73,141.23,-106.95,112.6,-10.14,9.63,-40.09,16.3,22.3,77.62,66.02,185.36,-104.0,42.82,-58.06,-179.05,-112.3,9.0,13.77,23.1
2489109,499_4,1.3528,54.9,-39.88,5.88,-5.49,81.03,128.41,-90.77,115.3,-21.55,8.57,-41.53,15.62,27.03,73.17,66.51,190.37,-106.72,38.86,-58.26,-183.73,-113.16,13.14,6.73,23.08
2489110,499_4,1.3556,52.37,-41.54,-3.32,-13.09,93.38,113.03,-71.51,117.52,-34.7,7.95,-42.77,15.13,32.41,67.63,66.61,192.79,-106.64,36.72,-59.82,-184.26,-112.58,17.26,-0.38,22.91
2489111,499_4,1.3583,50.21,-41.74,-12.11,-22.28,106.7,96.78,-50.51,120.22,-49.1,7.8,-43.67,15.08,38.66,60.91,66.34,192.26,-103.22,37.5,-63.71,-179.89,-110.35,21.05,-7.12,22.61
2489112,499_4,1.3611,48.57,-40.17,-19.74,-32.98,120.68,81.54,-29.33,124.26,-64.22,7.99,-44.07,15.67,45.76,53.07,65.8,188.67,-96.33,41.86,-70.51,-170.45,-106.36,24.2,-13.11,22.23
2489113,499_4,1.3639,47.51,-36.68,-25.59,-45.15,134.8,69.16,-9.6,130.38,-79.56,8.33,-43.83,17.07,53.44,44.25,65.08,182.21,-86.38,49.89,-80.23,-156.4,-100.65,26.41,-18.09,21.83
2489114,499_4,1.3667,47.04,-31.38,-29.26,-58.77,148.47,61.35,7.16,139.23,-94.64,8.58,-42.86,19.37,61.14,34.73,64.33,173.3,-74.26,61.04,-92.34,-138.86,-93.32,27.4,-21.96,21.47
2489115,499_4,1.3694,47.18,-24.58,-30.59,-73.74,161.1,59.47,19.72,151.28,-109.0,8.5,-41.13,22.55,68.13,24.91,63.71,162.59,-61.29,74.17,-105.82,-119.42,-84.6,26.99,-24.75,21.19
2489116,499_4,1.3722,47.93,-16.74,-29.67,-89.81,172.19,64.35,27.28,166.74,-122.19,7.89,-38.71,26.55,73.64,15.3,63.44,150.92,-48.98,87.87,-119.45,-99.98,-74.84,25.12,-26.56,21.05
2489117,499_4,1.375,49.29,-8.41,-26.75,-106.54,181.36,76.09,29.63,185.49,-133.73,6.66,-35.72,31.23,77.05,6.5,63.68,139.33,-38.75,100.65,-132.11,-82.46,-64.58,21.86,-27.54,21.09
2489118,499_4,1.3778,51.22,-0.08,-22.25,-123.24,188.37,94.03,27.14,206.93,-143.12,4.78,-32.3,36.41,78.01,-0.83,64.55,128.97,-31.72,111.21,-142.97,-68.48,-54.57,17.44,-27.78,21.32
2489119,499_4,1.3806,53.6,7.84,-16.59,-139.01,193.07,116.7,20.72,229.96,-149.83,2.31,-28.59,41.9,76.59,-6.07,66.03,121.03,-28.4,118.66,-151.64,-59.11,-45.7,12.24,-27.33,21.71
2489120,499_4,1.3833,56.2,15.06,-10.21,-152.75,195.4,142.0,11.7,253.04,-153.28,-0.61,-24.67,47.53,73.21,-8.7,67.9,116.54,-28.59,122.6,-158.22,-54.61,-38.92,6.71,-26.17,22.16
2489121,499_4,1.3861,58.71,21.44,-3.47,-163.3,195.34,167.48,1.58,274.26,-152.93,-3.78,-20.6,53.13,68.63,-8.47,69.75,116.21,-31.39,123.15,-163.14,-54.39,-35.04,1.31,-24.27,22.55
2489122,499_4,1.3889,60.8,26.92,3.36,-169.54,192.97,190.62,-8.18,291.68,-148.3,-6.95,-16.41,58.56,63.76,-5.46,71.0,120.21,-35.31,120.93,-167.09,-57.07,-34.5,-3.51,-21.64,22.68
2489123,499_4,1.3917,62.15,31.55,10.09,-170.57,188.43,209.27,-16.38,303.54,-139.06,-9.87,-12.14,63.74,59.57,-0.09,71.04,128.15,-38.57,116.95,-170.84,-60.7,-37.22,-7.41,-18.34,22.39
2489124,499_4,1.3944,62.55,35.42,16.62,-165.92,181.98,221.98,-22.28,308.69,-125.09,-12.3,-7.83,68.58,56.92,6.92,69.32,139.05,-39.46,112.5,-175.09,-63.15,-42.55,-10.17,-14.54,21.52
2489125,499_4,1.3972,61.95,38.65,22.91,-155.64,174.05,228.28,-25.63,306.81,-106.53,-14.04,-3.61,73.06,56.42,14.66,65.51,151.56,-36.69,108.95,-180.38,-62.5,-49.33,-11.7,-10.46,20.01
2489126,499_4,1.4,60.44,41.46,28.95,-140.48,165.21,228.74,-26.65,298.61,-83.78,-14.97,0.37,77.19,58.37,22.2,59.57,164.12,-29.63,107.55,-186.99,-57.41,-56.05,-12.04,-6.37,17.86
2489127,499_4,1.4028,58.31,44.11,34.71,-121.86,156.22,224.9,-25.89,285.79,-57.54,-15.1,3.91,80.97,62.72,28.71,51.76,175.31,-18.48,109.18,-194.93,-47.4,-61.2,-11.32,-2.48,15.19
2489128,499_4,1.4056,55.92,46.96,40.12,-101.83,147.99,218.99,-24.04,270.91,-28.7,-14.56,6.85,84.44,69.07,33.63,42.6,183.97,-4.09,114.23,-203.89,-32.81,-63.49,-9.75,1.01,12.19
2489129,499_4,1.4083,53.66,50.43,45.08,-82.85,141.5,213.53,-21.68,256.95,1.69,-13.62,9.04,87.62,76.79,36.66,32.68,189.43,12.15,122.5,-213.35,-14.71,-62.14,-7.57,4.03,9.05
2489130,499_4,1.4111,51.85,54.99,49.43,-67.48,137.66,210.8,-19.18,246.81,32.57,-12.63,10.47,90.49,85.06,37.78,22.63,191.53,28.72,133.24,-222.61,5.36,-57.0,-5.02,6.57,5.98
2489131,499_4,1.4139,50.74,61.05,52.98,-58.0,137.15,212.57,-16.67,242.83,62.98,-11.98,11.22,93.04,93.04,37.21,12.89,190.55,44.21,145.3,-230.95,25.79,-48.54,-2.31,8.68,3.11
2489132,499_4,1.4167,50.42,68.88,55.59,-56.03,140.23,219.75,-14.2,246.37,92.18,-12.02,11.5,95.22,100.01,35.32,3.78,187.15,57.58,157.37,-237.75,45.07,-37.72,0.38,10.45,0.55
2489133,499_4,1.4194,50.93,78.58,57.17,-62.23,146.65,232.49,-11.9,257.56,119.76,-13.03,11.6,96.95,105.47,32.54,-4.59,182.19,68.2,168.19,-242.59,62.07,-25.75,2.99,11.98,-1.69
2489134,499_4,1.4222,52.25,90.0,57.77,-76.21,155.59,250.24,-10.2,275.42,145.66,-15.12,11.83,98.16,109.23,29.34,-12.22,176.55,75.91,176.83,-245.33,76.08,-13.79,5.5,13.33,-3.63
2489135,499_4,1.425,54.36,102.78,57.55,-96.64,165.81,272.1,-9.87,298.11,170.18,-18.29,12.45,98.8,111.43,26.09,-19.15,170.98,80.96,182.83,-246.14,86.89,-2.73,8.0,14.51,-5.3
2489136,499_4,1.4278,57.25,116.37,56.77,-121.63,175.8,296.99,-11.93,323.38,193.88,-22.41,13.61,98.83,112.56,23.09,-25.4,166.03,83.83,186.3,-245.41,94.67,6.95,10.65,15.48,-6.73
2489137,499_4,1.4306,60.87,130.22,55.7,-149.12,184.09,323.92,-17.41,349.06,217.44,-27.27,15.28,98.23,113.35,20.54,-30.95,161.95,85.24,187.83,-243.73,99.97,15.3,13.62,16.16,-7.95
2489138,499_4,1.4333,65.05,143.81,54.63,-177.37,189.46,352.0,-27.11,373.37,241.52,-32.68,17.31,97.06,114.65,18.52,-35.77,158.76,85.97,188.43,-241.77,103.55,22.74,17.12,16.46,-8.96
2489139,499_4,1.4361,69.53,156.82,53.76,-205.29,191.03,380.51,-41.32,395.21,266.6,-38.46,19.45,95.39,117.23,17.07,-39.76,156.29,86.73,189.27,-240.2,106.22,29.99,21.26,16.31,-9.76
2489140,499_4,1.4389,73.88,169.17,53.22,-232.44,188.42,408.8,-59.78,414.08,292.92,-44.52,21.47,93.35,121.65,16.14,-42.79,154.3,88.06,191.5,-239.59,108.62,37.8,26.07,15.65,-10.3
2489141,499_4,1.4417,77.65,180.95,53.07,-258.96,181.63,436.3,-81.78,429.99,320.37,-50.84,23.22,91.1,128.11,15.68,-44.68,152.59,90.12,196.05,-240.35,111.02,46.87,31.44,14.49,-10.56
2489142,499_4,1.4444,80.42,192.4,53.3,-285.2,171.04,462.51,-106.41,443.2,348.48,-57.43,24.71,88.83,136.38,15.62,-45.18,151.01,92.58,203.46,-242.69,113.13,57.68,37.12,12.87,-10.46
2489143,499_4,1.4472,81.95,203.73,53.86,-311.35,157.23,487.08,-132.85,453.94,376.46,-64.3,26.17,86.7,145.88,15.85,-43.93,149.5,94.66,213.88,-246.57,114.14,70.47,42.72,10.84,-9.9
2489144,499_4,1.45,82.29,215.0,54.71,-337.12,140.94,509.85,-160.65,462.22,403.2,-71.4,27.99,84.86,155.76,16.27,-40.54,148.01,95.18,227.11,-251.77,112.79,85.32,47.83,8.43,-8.75
2489145,499_4,1.4528,81.76,226.02,55.81,-361.54,122.9,530.85,-189.83,467.72,427.32,-78.6,30.66,83.41,165.1,16.69,-34.62,146.48,92.92,242.77,-257.92,107.75,102.22,52.02,5.66,-6.89
2489146,499_4,1.4556,80.95,236.34,57.16,-383.06,103.8,550.32,-220.83,469.85,447.25,-85.67,34.7,82.41,173.09,16.97,-25.93,144.77,86.92,260.4,-264.58,97.95,121.13,54.98,2.54,-4.23
2489147,499_4,1.4583,80.56,245.3,58.76,-399.74,84.24,568.61,-254.34,467.89,461.37,-92.31,40.54,81.85,179.2,16.97,-14.55,142.66,76.88,279.64,-271.4,83.06,142.01,56.58,-0.88,-0.75
2489148,499_4,1.4611,81.25,252.23,60.66,-409.66,64.67,586.11,-290.95,461.15,468.21,-98.19,48.49,81.67,183.25,16.7,-0.95,139.94,63.4,300.15,-278.16,63.64,164.74,56.87,-4.47,3.41
2489149,499_4,1.4639,83.54,256.56,62.9,-411.32,45.44,603.08,-330.89,449.26,466.6,-102.98,58.67,81.81,185.37,16.37,13.93,136.47,48.0,321.63,-284.81,41.27,188.99,56.13,-7.95,7.99
2489150,499_4,1.4667,87.69,257.99,65.52,-403.93,26.83,619.56,-373.71,432.17,455.87,-106.42,70.99,82.19,185.93,16.44,28.76,132.25,32.88,343.59,-291.44,18.24,214.1,54.77,-10.89,12.6
2489151,499_4,1.4694,93.68,256.59,68.49,-387.58,9.15,635.25,-418.28,410.23,435.99,-108.27,85.21,82.78,185.38,17.57,41.97,127.5,20.44,365.25,-298.17,-2.91,238.95,53.27,-12.68,16.74
2489152,499_4,1.4722,101.26,252.78,71.78,-363.16,-7.23,649.49,-462.75,384.03,407.55,-108.39,100.93,83.57,184.11,20.52,52.08,122.65,12.75,385.51,-305.02,-19.95,262.09,52.07,-12.65,19.92
2489153,499_4,1.475,109.99,247.34,75.32,-332.17,-21.78,661.22,-504.85,354.23,371.79,-106.7,117.67,84.71,182.33,25.96,57.98,118.21,10.95,402.99,-311.79,-31.51,281.84,51.51,-10.2,21.75
2489154,499_4,1.4778,119.33,241.34,79.15,-296.56,-33.9,669.13,-542.13,321.47,330.42,-103.21,135.01,86.42,180.09,34.31,59.14,114.69,15.0,416.25,-318.04,-37.4,296.56,51.74,-4.95,22.01
2489155,499_4,1.4806,128.6,236.11,83.53,-258.52,-42.96,671.86,-572.33,286.31,285.66,-98.01,152.6,89.11,177.24,45.53,55.76,112.47,23.63,424.1,-323.07,-38.59,305.02,52.7,3.11,20.7
2489156,499_4,1.4833,137.06,233.21,89.03,-220.39,-48.52,668.16,-593.66,249.38,240.05,-91.35,170.3,93.36,173.57,59.07,48.73,111.66,34.62,425.78,-326.06,-37.01,306.58,54.14,13.53,18.07
2489157,499_4,1.4861,143.88,234.36,96.75,-184.65,-50.53,657.18,-605.08,211.48,196.42,-83.65,188.21,99.96,168.85,73.78,39.49,112.04,45.29,421.2,-326.11,-35.03,301.36,55.61,25.35,14.6
2489158,499_4,1.4889,148.17,241.27,108.33,-153.77,-49.54,638.72,-606.41,173.78,157.62,-75.5,206.56,109.84,162.91,88.1,29.77,113.02,53.05,410.87,-322.41,-34.97,290.22,56.59,37.23,10.89
2489159,499_4,1.4917,149.03,255.3,125.94,-130.08,-46.76,613.39,-598.46,137.8,126.25,-67.64,225.65,124.09,155.65,100.2,21.34,113.72,55.82,395.85,-314.28,-38.64,274.6,56.51,47.58,7.59
2489160,499_4,1.4944,145.64,277.07,152.14,-115.3,-43.99,582.77,-583.02,105.3,104.1,-60.91,245.54,143.8,147.07,108.27,15.77,113.06,52.37,377.47,-301.26,-47.04,256.25,54.9,54.79,5.31
2489161,499_4,1.4972,137.43,305.95,189.56,-110.1,-43.38,549.51,-562.8,78.04,91.6,-56.11,265.84,170.02,137.28,110.79,14.28,109.98,42.34,357.15,-283.11,-60.34,236.94,51.47,57.55,4.49
2489162,499_4,1.5,124.14,339.59,240.59,-113.5,-47.12,517.23,-541.2,57.42,87.25,-53.88,285.43,203.52,126.47,106.91,17.59,103.68,26.19,336.14,-259.96,-77.99,218.16,46.18,55.08,5.38
2489163,499_4,1.5028,105.98,373.73,306.93,-122.57,-57.03,490.36,-522.09,44.16,87.25,-54.6,302.29,244.66,114.91,96.57,25.94,93.84,4.92,315.46,-232.34,-98.93,200.86,39.24,47.34,8.0
2489164,499_4,1.5056,83.58,402.3,389.22,-132.41,-74.24,473.77,-509.43,38.2,85.58,-58.29,313.51,293.2,102.95,80.7,39.13,80.85,-20.13,295.78,-201.28,-121.96,185.4,31.09,35.08,12.15
2489165,499_4,1.5083,58.07,417.99,486.64,-136.69,-98.93,472.2,-506.81,38.62,74.63,-64.61,315.57,348.11,90.94,61.05,56.55,65.81,-47.55,277.52,-168.28,-145.89,171.53,22.3,19.77,17.49
2489166,499_4,1.5111,30.98,413.44,596.76,-128.75,-130.16,489.61,-517.05,43.81,46.52,-72.85,304.89,407.53,79.25,39.98,77.26,50.46,-75.96,260.9,-135.3,-169.75,158.58,13.42,3.32,23.61
2489167,499_4,1.5139,4.24,382.72,715.34,-103.15,-165.81,528.42,-541.83,51.81,-5.21,-81.97,278.55,468.71,68.29,20.02,99.98,36.86,-104.02,246.07,-104.49,-192.71,145.76,4.95,-12.22,30.03
2489168,499_4,1.5167,-19.85,323.02,836.59,-57.36,-202.63,588.94,-581.51,60.59,-83.66,-90.68,235.22,528.14,58.49,3.46,123.18,26.99,-130.29,233.21,-78.06,-213.99,132.53,-2.74,-25.08,36.3
2489169,499_4,1.5194,-38.69,235.97,953.5,6.92,-236.54,669.01,-635.1,68.49,-187.04,-97.51,175.83,581.91,50.35,-8.08,144.98,22.29,-153.18,222.64,-57.88,-232.64,118.91,-9.39,-34.03,41.99
2489170,499_4,1.5222,-49.53,128.21,1058.65,83.34,-263.05,763.99,-700.38,74.52,-308.14,-100.94,103.99,626.1,44.38,-13.89,163.32,23.34,-170.79,214.75,-45.28,-247.42,105.67,-14.8,-38.64,46.72
2489171,499_4,1.525,-49.76,10.65,1145.13,161.64,-277.83,867.27,-774.14,78.54,-435.06,-99.59,25.68,657.36,41.08,-14.25,176.08,29.67,-181.12,210.0,-40.82,-256.82,94.3,-18.79,-39.25,50.19
2489172,499_4,1.5278,-37.41,-103.41,1207.63,229.76,-277.5,971.11,-852.43,81.13,-553.39,-92.51,-51.61,673.47,40.8,-10.24,181.4,39.81,-182.27,208.68,-44.14,-259.2,86.69,-21.16,-36.86,52.26
2489173,499_4,1.5306,-11.8,-201.04,1243.2,276.59,-260.29,1067.65,-930.77,83.2,-649.27,-79.44,-120.25,673.7,43.61,-3.47,178.0,51.6,-172.91,210.84,-54.02,-253.22,84.67,-21.68,-32.89,53.02
2489174,499_4,1.5333,25.96,-272.37,1251.74,294.68,-226.54,1149.95,-1004.27,85.2,-712.48,-61.04,-173.96,658.98,49.19,4.29,165.61,62.61,-152.79,216.06,-68.47,-238.26,89.46,-20.16,-28.84,52.86
2489175,499_4,1.5361,72.63,-312.39,1235.73,281.86,-178.94,1212.69,-1067.75,86.57,-738.62,-38.97,-208.9,631.67,56.88,11.48,145.17,70.61,-123.16,223.43,-85.02,-214.89,101.19,-16.48,-25.97,52.44
2489176,499_4,1.5389,123.03,-321.35,1199.67,241.28,-122.43,1252.63,-1115.98,85.48,-729.83,-15.72,-224.02,595.1,65.69,16.98,118.96,74.01,-86.98,231.57,-101.06,-185.09,118.64,-10.64,-25.02,52.67
2489177,499_4,1.5417,170.73,-303.6,1149.06,179.97,-63.71,1268.58,-1143.95,79.2,-693.92,5.77,-220.83,552.96,74.51,20.25,90.32,72.1,-48.69,238.79,-114.14,-152.23,139.3,-2.85,-26.04,54.48
2489178,499_4,1.5444,209.19,-265.76,1089.49,106.57,-10.42,1261.17,-1147.39,64.95,-642.28,22.68,-202.54,508.73,82.28,21.31,63.16,65.13,-13.67,243.29,-122.35,-120.61,159.66,6.48,-28.38,58.59
2489179,499_4,1.5472,232.96,-214.88,1025.85,29.23,30.04,1232.54,-1123.34,40.77,-587.39,32.79,-173.25,465.27,88.18,20.62,41.26,54.22,12.66,243.4,-124.57,-94.72,175.9,16.66,-30.77,65.21
2489180,499_4,1.55,238.78,-157.16,961.95,-45.82,51.85,1185.94,-1070.72,6.18,-540.28,34.92,-137.19,424.54,91.71,18.99,27.42,41.08,25.95,237.9,-120.62,-78.36,184.54,26.81,-31.58,73.79
2489181,499_4,1.5528,226.13,-97.51,900.31,-114.64,51.83,1125.42,-990.82,-37.75,-508.74,29.08,-98.32,387.61,92.75,17.37,22.83,27.63,23.84,226.18,-111.18,-73.69,183.21,35.9,-29.16,82.87
2489182,499_4,1.5556,197.18,-39.72,842.33,-175.21,30.07,1055.54,-887.47,-88.65,-496.27,16.39,-60.1,354.75,91.52,16.61,26.69,15.67,6.63,208.47,-97.64,-80.76,171.17,42.89,-22.3,90.17
2489183,499_4,1.5583,156.29,13.21,788.57,-226.69,-10.19,981.04,-766.84,-143.46,-502.23,-1.19,-25.47,325.66,88.55,17.28,36.32,6.4,-22.72,185.92,-81.77,-97.39,149.66,47.01,-10.62,92.98
2489184,499_4,1.5611,109.05,58.74,739.0,-268.78,-63.17,906.57,-636.86,-199.01,-522.61,-21.24,3.27,299.73,84.62,19.48,47.75,0.24,-59.1,160.6,-65.34,-119.68,121.78,47.93,5.17,88.75
2489185,499_4,1.5639,61.33,94.72,693.39,-301.28,-121.7,836.38,-506.34,-252.46,-551.4,-41.27,24.48,276.25,80.63,22.73,56.74,-3.18,-96.36,135.23,-49.87,-142.9,91.92,45.93,23.31,75.84
2489186,499_4,1.5667,18.38,119.57,651.43,-324.01,-178.37,774.02,-383.94,-301.66,-582.03,-59.03,37.34,254.59,77.5,26.22,59.85,-4.83,-128.58,112.8,-36.49,-162.58,64.88,41.9,41.34,54.21
2489187,499_4,1.5694,-15.78,132.55,612.92,-336.99,-226.6,722.03,-277.16,-345.19,-608.63,-72.73,41.88,234.33,75.89,29.12,55.29,-5.73,-151.21,95.89,-25.98,-175.33,44.79,37.06,56.7,25.71
2489188,499_4,1.5722,-38.65,134.02,577.8,-340.65,-261.51,681.85,-191.51,-382.41,-626.85,-81.19,38.98,215.28,75.99,30.97,43.24,-6.57,-161.68,86.15,-18.88,-179.27,34.15,32.6,67.48,-6.14
2489189,499_4,1.575,-49.31,125.47,546.11,-335.94,-280.27,653.83,-129.97,-413.34,-634.23,-83.88,30.32,197.48,77.36,32.01,25.57,-7.35,-159.46,83.89,-15.63,-173.95,33.46,29.32,72.85,-36.92
2489190,499_4,1.5778,-48.25,109.48,518.05,-324.33,-282.32,637.39,-92.9,-438.68,-630.22,-80.89,18.09,181.18,79.04,33.11,5.06,-7.43,-145.6,88.17,-16.57,-159.99,41.29,27.41,73.21,-62.43
2489191,499_4,1.5806,-37.04,89.26,493.91,-307.6,-269.13,631.36,-78.22,-459.69,-615.81,-72.83,4.75,166.74,79.74,35.42,-15.48,-5.85,-122.15,97.16,-21.85,-138.63,55.08,26.44,69.83,-79.66
2489192,499_4,1.5833,-17.99,68.19,474.05,-287.53,-243.82,634.32,-81.92,-478.14,-593.09,-60.75,-7.31,154.59,78.35,39.95,-33.86,-1.81,-91.66,108.77,-31.25,-111.47,71.91,25.66,64.4,-87.45
2489193,499_4,1.5861,6.18,49.23,458.91,-265.58,-210.68,644.86,-98.69,-496.13,-564.68,-45.97,-16.16,145.14,74.27,47.11,-48.85,4.89,-56.89,121.15,-43.97,-80.45,89.34,24.28,58.46,-86.57
2489194,499_4,1.5889,32.65,34.53,448.86,-242.68,-174.52,661.74,-122.61,-515.85,-533.32,-29.98,-20.54,138.7,67.68,56.48,-60.05,13.65,-20.81,133.08,-58.66,-47.91,105.78,21.81,53.07,-79.32
2489195,499_4,1.5917,58.7,25.14,444.12,-219.11,-140.2,683.82,-147.77,-539.16,-501.55,-14.25,-20.01,135.39,59.5,66.89,-67.6,23.17,13.45,144.0,-73.5,-16.59,120.56,18.22,48.72,-68.77
2489196,499_4,1.5944,81.92,21.02,444.69,-194.71,-112.05,709.94,-168.8,-567.28,-471.47,-0.08,-14.93,135.13,51.24,76.65,-71.78,31.76,42.6,153.86,-86.48,10.4,133.67,13.99,45.42,-57.99
2489197,499_4,1.5972,100.32,21.25,450.2,-169.06,-93.53,738.71,-181.32,-600.45,-444.68,11.47,-6.34,137.58,44.53,83.93,-72.77,37.74,63.51,162.75,-95.71,29.98,145.32,9.92,42.9,-49.37
2489198,499_4,1.6,112.43,24.39,459.92,-141.79,-86.87,768.41,-182.28,-637.74,-422.24,19.67,4.32,142.23,40.72,87.08,-70.57,39.88,73.6,170.65,-99.71,39.6,155.6,6.94,40.78,-44.22
2489199,499_4,1.6028,117.35,28.81,472.74,-112.87,-92.86,796.9,-170.23,-677.15,-404.59,24.17,15.5,148.42,40.54,84.93,-65.02,37.64,71.31,177.18,-97.64,37.73,164.27,5.83,38.72,-42.62
2489200,499_4,1.6056,114.83,33.04,487.27,-82.74,-110.76,821.79,-145.41,-715.8,-391.57,24.92,25.74,155.39,43.95,77.0,-55.93,31.18,56.46,181.57,-89.36,24.22,170.71,7.01,36.52,-43.61
2489201,499_4,1.6083,105.26,35.96,501.88,-52.36,-138.36,840.57,-109.66,-750.32,-382.34,22.19,33.93,162.41,50.18,63.55,-43.27,21.35,30.39,182.83,-75.47,0.45,174.08,10.49,34.08,-45.43
2489202,499_4,1.6111,89.6,36.9,514.91,-23.1,-172.23,850.94,-66.13,-777.35,-375.45,16.52,39.37,168.78,57.97,45.54,-27.16,9.44,-4.25,180.0,-57.16,-30.96,173.57,15.79,31.38,-45.94
2489203,499_4,1.6139,69.34,35.62,524.82,3.57,-208.18,851.11,-18.74,-793.98,-368.94,8.65,41.8,173.96,65.86,24.49,-8.01,-3.07,-43.9,172.43,-36.07,-66.58,168.63,22.07,28.43,-43.07
2489204,499_4,1.6167,46.25,32.16,530.37,26.36,-241.85,840.07,28.48,-798.2,-360.57,-0.56,41.36,177.54,72.53,2.23,13.58,-14.72,-84.66,159.99,-14.09,-102.74,159.15,28.26,25.19,-35.2
2489205,499_4,1.6194,22.25,26.7,530.79,44.55,-269.34,817.85,72.07,-789.21,-348.04,-10.16,38.45,179.36,76.92,-19.39,36.7,-24.3,-122.8,143.2,6.84,-136.03,145.56,33.17,21.52,-21.58
2489206,499_4,1.6222,-0.87,19.38,525.91,58.17,-287.74,785.6,109.71,-767.57,-329.37,-19.3,33.6,179.45,78.32,-38.81,60.15,-30.96,-155.1,123.28,24.97,-163.58,128.81,35.66,17.18,-2.48
2489207,499_4,1.625,-21.59,10.23,516.17,68.05,-295.51,745.59,140.41,-735.17,-303.16,-27.2,27.33,178.03,76.42,-54.94,82.38,-34.35,-179.04,101.99,38.77,-183.22,110.34,34.78,11.82,20.72
2489208,499_4,1.6278,-38.78,-0.85,502.57,75.62,-292.57,701.04,164.54,-695.07,-268.76,-33.31,20.1,175.48,71.23,-67.3,101.6,-34.57,-192.88,81.56,47.16,-193.48,92.02,29.97,5.1,45.75
2489209,499_4,1.6306,-51.7,-13.98,486.5,82.54,-280.13,655.76,183.38,-651.12,-226.39,-37.28,12.23,172.25,63.21,-76.04,115.93,-32.15,-195.68,64.44,49.49,-193.56,75.98,21.22,-3.31,69.9
2489210,499_4,1.6333,-59.98,-29.16,469.56,90.2,-260.33,613.74,198.64,-607.49,-177.11,-39.0,3.93,168.77,53.2,-81.79,123.72,-28.01,-187.32,53.02,45.69,-183.32,64.36,9.13,-13.7,90.47
2489211,499_4,1.6361,-63.52,-46.18,453.25,99.36,-235.75,578.59,211.86,-568.13,-122.66,-38.53,-4.65,165.41,42.5,-85.55,123.77,-23.27,-168.46,49.23,36.31,-163.26,59.06,-5.06,-26.36,105.23
2489212,499_4,1.6389,-62.47,-64.46,438.78,109.92,-208.99,552.98,224.02,-536.2,-65.32,-36.1,-13.39,162.41,32.68,-88.48,115.5,-19.13,-140.5,54.25,22.48,-134.44,61.35,-19.68,-41.57,112.64
2489213,499_4,1.6417,-57.17,-83.16,426.8,120.98,-182.34,538.21,235.33,-513.63,-7.63,-32.01,-22.14,159.84,25.43,-91.59,98.95,-16.54,-105.37,68.25,5.7,-98.36,71.57,-32.87,-59.5,111.8
2489214,499_4,1.6444,-48.16,-101.2,417.38,131.06,-157.55,533.92,245.37,-500.77,47.75,-26.6,-30.69,157.58,22.24,-95.38,74.6,-15.91,-65.29,90.27,-12.46,-56.82,88.9,-42.94,-79.89,102.29
2489215,499_4,1.6472,-36.18,-117.48,409.98,138.58,-135.89,538.09,253.37,-496.32,98.29,-20.25,-38.81,155.39,24.12,-99.54,43.35,-16.77,-22.57,118.26,-30.75,-11.8,111.22,-48.65,-101.72,84.09
2489216,499_4,1.65,-22.27,-131.08,403.57,142.31,-118.21,547.32,258.6,-497.56,141.71,-13.34,-46.3,152.91,31.33,-102.77,6.53,-17.64,20.49,149.22,-48.51,34.53,135.18,-49.46,-122.98,57.61
2489217,499_4,1.6528,-7.65,-141.43,396.89,141.77,-105.04,557.38,260.74,-500.72,176.26,-6.32,-52.99,149.76,43.16,-102.93,-33.97,-16.21,61.68,179.43,-65.69,79.84,156.53,-45.67,-140.65,23.86
2489218,499_4,1.6556,6.3,-148.44,388.63,137.41,-96.63,563.94,260.1,-501.66,200.87,0.39,-58.82,145.58,58.05,-97.51,-75.59,-9.86,98.85,204.91,-82.65,121.64,170.7,-38.27,-151.18,-15.23
2489219,499_4,1.6583,18.27,-152.53,377.75,130.63,-92.94,563.31,257.53,-496.53,215.35,6.32,-63.87,140.1,73.82,-84.32,-115.04,3.63,129.86,221.89,-99.78,157.28,173.62,-28.76,-151.25,-56.7
2489220,499_4,1.6611,27.24,-154.57,363.6,123.46,-93.46,553.04,254.29,-482.39,220.53,11.09,-68.29,133.21,88.12,-62.21,-148.52,25.32,152.64,227.55,-117.2,184.15,162.66,-18.67,-138.64,-96.67
2489221,499_4,1.6639,32.64,-155.72,346.02,118.18,-97.25,532.33,251.65,-457.64,218.16,14.4,-72.26,124.97,99.01,-31.57,-172.21,54.63,165.34,220.55,-134.56,199.93,137.37,-9.23,-112.99,-130.73
2489222,499_4,1.6667,34.49,-157.14,325.33,116.86,-102.88,502.01,250.62,-422.2,210.73,16.17,-75.95,115.59,105.4,5.55,-182.85,89.27,166.58,201.45,-151.04,202.96,99.76,-0.99,-76.08,-154.58
