jointforce_id,session_trial,time,elbow_force_x,elbow_force_y,elbow_force_z,shoulder_upper_arm_force_x,shoulder_upper_arm_force_y,shoulder_upper_arm_force_z,shoulder_thorax_force_x,shoulder_thorax_force_y,shoulder_thorax_force_z,wrist_force_x,wrist_force_y,wrist_force_z,glove_elbow_force_x,glove_elbow_force_y,glove_elbow_force_z,glove_shoulder_glove_upper_arm_force_x,glove_shoulder_glove_upper_arm_force_y,glove_shoulder_glove_upper_arm_force_z,glove_shoulder_thorax_force_x,glove_shoulder_thorax_force_y,glove_shoulder_thorax_force_z,glove_wrist_force_x,glove_wrist_force_y,glove_wrist_force_z
2488994,499_4,1.0333,-21.48,44.12,23.31,-35.83,22.35,-39.83,-20.72,33.42,-41.84,2.71,12.79,20.45,-4.76,-54.3,13.85,-84.42,-23.37,12.02,48.6,-13.66,71.04,-6.92,-22.91,10.26
2488995,499_4,1.0361,-12.42,37.15,27.11,-29.5,10.33,-27.93,-15.24,18.46,-33.32,7.45,7.47,20.48,-4.39,-58.21,10.78,-87.16,-19.35,16.57,44.38,-13.54,77.34,-6.02,-23.85,9.12
2488996,499_4,1.0389,-3.79,27.05,29.88,-20.15,-1.68,-14.68,-8.01,3.38,-22.05,11.69,1.49,20.07,-6.33,-61.07,7.44,-89.92,-13.86,19.35,40.5,-11.12,83.05,-6.29,-24.17,7.97
2488997,499_4,1.0417,3.41,14.98,31.39,-9.17,-12.27,-2.47,0.27,-9.66,-10.13,15.05,-4.54,19.27,-9.96,-62.28,4.68,-91.89,-8.34,20.06,37.57,-7.47,86.96,-7.45,-23.7,7.08
2488998,499_4,1.0444,8.4,2.11,31.8,2.09,-20.53,6.6,9.02,-19.06,0.39,17.2,-10.03,18.25,-14.28,-61.32,3.29,-92.18,-4.24,18.83,35.91,-3.89,88.0,-8.95,-22.34,6.65
2488999,499_4,1.0472,10.79,-10.44,31.67,12.44,-26.36,11.21,17.8,-24.29,7.86,17.89,-14.55,17.28,-18.12,-57.94,3.78,-90.0,-2.71,16.09,35.48,-1.62,85.44,-10.2,-20.09,6.81
2489000,499_4,1.05,10.61,-21.77,31.87,20.94,-30.4,11.2,26.26,-25.97,11.42,17.05,-17.79,16.71,-20.4,-52.15,6.31,-84.83,-4.32,12.51,35.94,-1.57,78.97,-10.68,-17.1,7.58
2489001,499_4,1.0528,8.34,-31.12,33.38,26.97,-33.84,7.58,34.01,-25.74,11.02,14.74,-19.62,16.87,-20.36,-44.3,10.6,-76.57,-9.02,8.83,36.7,-4.14,68.87,-10.07,-13.6,8.86
2489002,499_4,1.0556,4.76,-38.04,37.04,30.22,-38.04,2.32,40.59,-25.84,7.51,11.22,-20.04,18.0,-17.71,-35.08,16.02,-65.66,-16.13,5.79,37.09,-9.2,56.02,-8.3,-9.92,10.45
2489003,499_4,1.0583,0.79,-42.31,43.36,30.73,-44.14,-2.11,45.5,-28.52,2.35,6.91,-19.23,20.21,-12.61,-25.4,21.72,-53.05,-24.54,3.98,36.5,-16.17,41.78,-5.52,-6.42,12.09
2489004,499_4,1.0611,-2.61,-44.05,52.32,28.9,-52.69,-3.3,48.27,-35.43,-2.64,2.3,-17.46,23.43,-5.62,-16.38,26.78,-40.1,-32.98,3.81,34.58,-24.2,27.86,-2.06,-3.47,13.51
2489005,499_4,1.0639,-4.68,-43.73,63.39,25.47,-63.51,0.54,48.62,-47.25,-5.62,-2.07,-15.13,27.41,2.44,-9.09,30.43,-28.36,-40.29,5.36,31.31,-32.33,15.98,1.69,-1.38,14.51
2489006,499_4,1.0667,-4.91,-42.08,75.53,21.47,-75.71,10.2,46.6,-63.49,-5.14,-5.71,-12.69,31.77,10.61,-4.41,32.21,-19.28,-45.65,8.36,27.09,-39.69,7.58,5.34,-0.36,14.93
2489007,499_4,1.0694,-3.12,-39.98,87.47,18.04,-87.96,25.29,42.65,-82.62,-0.37,-8.29,-10.6,36.08,17.96,-2.9,32.01,-13.94,-48.7,12.13,22.7,-45.51,3.53,8.53,-0.49,14.75
2489008,499_4,1.0722,0.48,-38.3,97.86,16.21,-98.78,44.31,37.56,-102.44,8.7,-9.64,-9.22,39.91,23.64,-4.64,30.1,-12.83,-49.52,15.68,19.17,-49.25,3.97,10.96,-1.72,14.03
2489009,499_4,1.075,5.36,-37.62,105.57,16.68,-106.88,64.98,32.28,-120.51,21.24,-9.8,-8.76,42.93,26.97,-9.24,27.08,-15.77,-48.6,17.82,17.59,-50.59,8.23,12.41,-3.84,12.95
2489010,499_4,1.0778,10.77,-38.19,109.86,19.67,-111.36,84.66,27.69,-134.65,35.75,-8.98,-9.22,44.92,27.47,-15.91,23.68,-21.91,-46.71,17.44,18.86,-49.46,15.03,12.67,-6.58,11.73
2489011,499_4,1.0806,15.88,-39.79,110.5,24.79,-111.84,100.96,24.41,-143.3,50.38,-7.5,-10.38,45.82,24.91,-23.57,20.67,-29.95,-44.67,13.78,23.51,-46.06,22.72,11.61,-9.59,10.59
2489012,499_4,1.0833,19.93,-41.84,107.76,31.16,-108.45,112.11,22.58,-145.73,63.28,-5.73,-11.84,45.73,19.37,-31.1,18.68,-38.32,-43.29,6.56,31.54,-40.89,29.56,9.16,-12.53,9.77
2489013,499_4,1.0861,22.36,-43.6,102.34,37.58,-101.71,117.32,21.84,-142.13,72.98,-4.03,-13.15,44.85,11.23,-37.5,18.14,-45.51,-43.17,-3.79,42.35,-34.67,34.08,5.42,-15.13,9.41
2489014,499_4,1.0889,22.91,-44.33,95.23,42.79,-92.44,116.8,21.5,-133.47,78.62,-2.67,-13.88,43.48,1.22,-42.06,19.19,-50.31,-44.66,-16.28,54.87,-28.28,35.33,0.66,-17.25,9.58
2489015,499_4,1.0917,21.67,-43.54,87.53,45.75,-81.63,111.67,20.7,-121.33,80.07,-1.8,-13.75,41.93,-9.65,-44.48,21.72,-52.06,-47.74,-29.45,67.67,-22.62,33.03,-4.67,-18.83,10.27
2489016,499_4,1.0944,19.0,-41.09,80.31,45.91,-70.32,103.63,18.7,-107.55,77.86,-1.47,-12.71,40.49,-20.18,-44.83,25.35,-50.7,-52.08,-41.63,79.21,-18.48,27.6,-9.92,-19.94,11.35
2489017,499_4,1.0972,15.5,-37.31,74.41,43.27,-59.49,94.59,15.07,-94.02,73.03,-1.59,-10.95,39.42,-29.12,-43.57,29.52,-46.79,-57.05,-51.26,88.05,-16.36,20.13,-14.33,-20.76,12.65
2489018,499_4,1.1,11.86,-32.89,70.37,38.42,-49.97,86.33,9.85,-82.33,66.91,-2.02,-8.88,38.85,-35.34,-41.39,33.55,-41.39,-61.77,-57.11,93.08,-16.42,12.09,-17.19,-21.47,13.93
2489019,499_4,1.1028,8.75,-28.74,68.4,32.38,-42.36,80.22,3.47,-73.64,60.89,-2.52,-7.04,38.81,-38.07,-39.07,36.76,-35.86,-65.33,-58.55,93.72,-18.43,5.18,-17.93,-22.3,14.93
2489020,499_4,1.1056,6.76,-25.73,68.42,26.33,-36.95,77.13,-3.38,-68.54,56.16,-2.83,-5.97,39.25,-36.99,-37.33,38.59,-31.52,-66.94,-55.63,89.97,-21.83,0.89,-16.26,-23.38,15.45
2489021,499_4,1.1083,6.28,-24.48,70.09,21.32,-33.75,77.34,-10.01,-67.06,53.56,-2.69,-6.06,40.02,-32.4,-36.61,38.71,-29.43,-66.12,-49.1,82.56,-25.84,0.26,-12.3,-24.77,15.36
2489022,499_4,1.1111,7.49,-25.12,72.93,18.04,-32.48,80.65,-15.88,-68.75,53.47,-1.88,-7.42,40.9,-25.19,-37.05,37.11,-30.1,-62.89,-40.37,72.79,-29.64,3.62,-6.59,-26.34,14.64
2489023,499_4,1.1139,10.34,-27.29,76.4,16.66,-32.66,86.49,-20.8,-72.81,55.77,-0.26,-9.9,41.69,-16.67,-38.36,34.11,-33.39,-57.81,-31.19,62.46,-32.5,10.45,0.01,-27.83,13.41
2489024,499_4,1.1167,14.54,-30.22,80.0,16.9,-33.78,94.04,-24.87,-78.34,59.89,2.2,-13.04,42.2,-8.42,-39.95,30.38,-38.56,-51.94,-23.41,53.48,-34.0,19.53,6.42,-28.84,11.92
2489025,499_4,1.1194,19.59,-32.92,83.34,18.15,-35.42,102.4,-28.38,-84.49,65.01,5.38,-16.27,42.29,-1.9,-41.01,26.77,-44.41,-46.62,-18.51,47.59,-34.05,29.12,11.53,-28.9,10.48
2489026,499_4,1.1222,24.83,-34.55,86.21,19.76,-37.36,110.72,-31.63,-90.65,70.16,9.0,-19.0,41.94,1.77,-40.77,24.13,-49.55,-43.16,-17.38,45.91,-32.96,37.4,14.48,-27.61,9.4
2489027,499_4,1.125,29.46,-34.58,88.58,21.22,-39.61,118.32,-34.81,-96.55,74.5,12.67,-20.82,41.22,2.1,-38.65,23.1,-52.79,-42.52,-20.02,48.7,-31.29,42.8,14.78,-24.74,8.9
2489028,499_4,1.1278,32.73,-32.99,90.59,22.37,-42.35,124.81,-37.9,-102.24,77.5,15.91,-21.54,40.29,-0.72,-34.44,23.96,-53.35,-44.99,-25.6,55.24,-29.68,44.42,12.38,-20.29,9.09
2489029,499_4,1.1306,34.0,-30.23,92.53,23.34,-45.8,130.11,-40.74,-107.97,79.01,18.26,-21.23,39.38,-5.89,-28.32,26.57,-51.04,-50.15,-32.61,63.96,-28.73,42.09,7.75,-14.53,9.91
2489030,499_4,1.1333,32.96,-27.06,94.74,24.46,-50.06,134.49,-43.18,-114.07,79.32,19.42,-20.15,38.74,-12.18,-20.88,30.36,-46.25,-56.93,-39.24,72.76,-28.83,36.45,1.69,-7.98,11.18
2489031,499_4,1.1361,29.65,-24.33,97.53,26.07,-55.06,138.49,-45.18,-120.78,79.05,19.25,-18.67,38.57,-18.23,-12.94,34.55,-39.87,-63.88,-43.71,79.47,-30.13,28.67,-4.78,-1.33,12.65
2489032,499_4,1.1389,24.54,-22.77,101.12,28.38,-60.46,142.78,-46.92,-128.16,78.95,17.89,-17.12,39.03,-22.84,-5.46,38.32,-33.01,-69.6,-44.72,82.37,-32.56,20.21,-10.65,4.67,14.06
2489033,499_4,1.1417,18.39,-22.75,105.58,31.26,-65.77,148.01,-48.86,-136.0,79.74,15.66,-15.72,40.16,-25.2,0.71,41.02,-26.76,-73.04,-41.64,80.51,-35.91,12.41,-15.07,9.35,15.21
2489034,499_4,1.1444,12.17,-24.22,110.84,34.36,-70.42,154.63,-51.54,-143.9,81.92,13.05,-14.53,41.88,-25.0,4.96,42.33,-21.92,-73.79,-34.6,73.92,-39.92,6.26,-17.51,12.2,16.0
2489035,499_4,1.1472,6.83,-26.79,116.61,37.13,-73.85,162.78,-55.51,-151.29,85.64,10.56,-13.46,44.03,-22.43,6.99,42.27,-18.85,-72.09,-24.44,63.55,-44.32,2.21,-17.78,12.97,16.44
2489036,499_4,1.15,3.14,-29.84,122.47,39.0,-75.66,172.22,-61.09,-157.54,90.75,8.68,-12.39,46.36,-18.09,6.89,41.16,-17.39,-68.71,-12.49,51.03,-48.83,0.15,-16.05,11.69,16.59
2489037,499_4,1.1528,1.62,-32.7,127.88,39.59,-75.55,182.31,-68.23,-162.0,96.82,7.71,-11.17,48.57,-12.84,5.1,39.46,-16.98,-64.66,-0.38,38.32,-53.1,-0.53,-12.77,8.69,16.54
2489038,499_4,1.1556,2.42,-34.83,132.28,38.8,-73.41,192.17,-76.52,-164.17,103.3,7.82,-9.77,50.34,-7.6,2.3,37.58,-16.75,-60.95,10.23,27.36,-56.7,-0.63,-8.56,4.56,16.39
2489039,499_4,1.1583,5.41,-35.95,135.15,36.83,-69.28,200.83,-85.19,-163.7,109.62,8.98,-8.28,51.42,-3.23,-0.73,35.82,-15.79,-58.3,17.89,19.72,-59.1,-1.0,-4.14,-0.01,16.16
2489040,499_4,1.1611,10.14,-36.08,136.14,34.17,-63.38,207.41,-93.35,-160.54,115.3,11.01,-6.91,51.61,-0.42,-3.21,34.23,-13.38,-57.03,21.54,16.4,-59.76,-2.26,-0.18,-4.23,15.84
2489041,499_4,1.1639,16.03,-35.43,135.16,31.42,-56.14,211.39,-100.21,-154.98,120.03,13.6,-5.93,50.87,0.37,-4.55,32.72,-9.11,-57.1,20.68,17.75,-58.28,-4.72,2.76,-7.42,15.38
2489042,499_4,1.1667,22.34,-34.38,132.39,29.15,-48.16,212.66,-105.25,-147.63,123.63,16.42,-5.6,49.28,-1.07,-4.38,31.11,-3.01,-58.25,15.4,23.43,-54.54,-8.32,4.26,-9.04,14.71
2489043,499_4,1.1694,28.36,-33.3,128.29,27.77,-40.21,211.6,-108.4,-139.37,126.05,19.1,-6.09,47.02,-4.74,-2.58,29.3,4.51,-60.17,6.45,32.61,-48.88,-12.72,4.11,-8.8,13.84
2489044,499_4,1.1722,33.44,-32.46,123.5,27.4,-33.13,208.95,-110.01,-131.21,127.36,21.36,-7.41,44.38,-10.45,0.73,27.35,12.78,-62.69,-4.87,44.09,-42.12,-17.45,2.26,-6.69,12.83
2489045,499_4,1.175,37.09,-31.96,118.7,27.92,-27.63,205.64,-110.75,-124.07,127.64,22.99,-9.42,41.66,-17.85,5.24,25.59,21.05,-65.91,-16.92,56.58,-35.53,-22.11,-1.15,-2.97,11.81
2489046,499_4,1.1778,39.05,-31.75,114.47,28.96,-24.23,202.53,-111.38,-118.58,127.01,23.92,-11.86,39.1,-26.52,10.52,24.51,28.64,-70.18,-27.92,68.88,-30.62,-26.4,-5.87,1.86,11.0
2489047,499_4,1.1806,39.29,-31.68,111.16,30.09,-23.09,200.21,-112.54,-114.99,125.57,24.19,-14.38,36.89,-35.98,16.11,24.67,35.09,-75.98,-36.31,80.03,-28.83,-30.29,-11.52,7.12,10.64
2489048,499_4,1.1833,38.02,-31.51,108.86,30.89,-24.01,198.86,-114.57,-113.1,123.4,23.94,-16.66,35.06,-45.68,21.55,26.58,40.23,-83.72,-40.95,89.42,-31.17,-33.91,-17.62,12.08,10.94
2489049,499_4,1.1861,35.6,-31.06,107.38,31.06,-26.47,198.24,-117.41,-112.4,120.56,23.35,-18.42,33.59,-55.07,26.45,30.44,44.19,-93.5,-41.37,96.77,-38.0,-37.48,-23.67,16.05,12.01
2489050,499_4,1.1889,32.44,-30.2,106.35,30.51,-29.78,197.81,-120.67,-112.17,117.13,22.62,-19.52,32.35,-63.53,30.5,36.11,47.25,-104.93,-37.83,102.09,-48.77,-41.23,-29.15,18.48,13.86
2489051,499_4,1.1917,28.95,-28.91,105.32,29.37,-33.19,196.9,-123.71,-111.75,113.2,21.91,-19.94,31.21,-70.45,33.49,43.01,49.77,-117.09,-31.24,105.55,-62.14,-45.21,-33.55,19.1,16.32
2489052,499_4,1.1944,25.44,-27.25,103.93,27.93,-36.05,194.89,-125.83,-110.59,108.92,21.28,-19.75,30.04,-75.22,35.29,50.25,52.0,-128.6,-22.98,107.35,-76.13,-49.24,-36.4,17.88,19.11
2489053,499_4,1.1972,22.1,-25.37,101.9,26.59,-37.87,191.36,-126.44,-108.44,104.51,20.74,-19.09,28.78,-77.33,35.85,56.76,54.0,-137.9,-14.58,107.65,-88.57,-52.92,-37.36,15.06,21.86
2489054,499_4,1.2,19.05,-23.45,99.16,25.77,-38.38,186.19,-125.16,-105.26,100.24,20.26,-18.11,27.41,-76.38,35.17,61.54,55.62,-143.54,-7.35,106.48,-97.54,-55.7,-36.23,11.11,24.19
2489055,499_4,1.2028,16.34,-21.69,95.76,25.82,-37.45,179.57,-121.88,-101.23,96.44,19.76,-16.95,26.0,-72.24,33.33,63.88,56.52,-144.52,-2.17,103.77,-101.76,-57.06,-32.96,6.59,25.78
2489056,499_4,1.2056,14.03,-20.28,91.91,26.96,-35.15,171.94,-116.79,-96.63,93.45,19.17,-15.68,24.63,-65.03,30.48,63.5,56.3,-140.52,0.74,99.34,-100.9,-56.59,-27.71,2.11,26.45
2489057,499_4,1.2083,12.2,-19.33,87.88,29.24,-31.63,163.94,-110.34,-91.78,91.57,18.48,-14.3,23.44,-55.19,26.84,60.6,54.64,-131.99,1.77,93.07,-95.54,-54.19,-20.81,-1.8,26.16
2489058,499_4,1.2111,10.97,-18.92,83.97,32.51,-27.17,156.27,-103.17,-86.95,91.0,17.73,-12.78,22.51,-43.46,22.78,55.82,51.42,-120.05,1.78,84.95,-87.07,-50.1,-12.75,-4.71,25.02
2489059,499_4,1.2139,10.47,-19.01,80.41,36.42,-22.09,149.57,-96.02,-82.29,91.77,17.01,-11.07,21.9,-30.82,18.73,50.04,46.8,-106.27,1.79,75.17,-77.28,-44.83,-4.1,-6.39,23.25
2489060,499_4,1.2167,10.84,-19.52,77.39,40.5,-16.76,144.33,-89.6,-77.86,93.75,16.45,-9.15,21.61,-18.35,15.15,44.23,41.21,-92.39,2.73,64.18,-68.02,-39.14,4.47,-6.73,21.12
2489061,499_4,1.2194,12.14,-20.29,74.97,44.18,-11.57,140.81,-84.54,-73.57,96.63,16.19,-7.01,21.57,-7.11,12.54,39.21,35.34,-79.98,5.21,52.66,-60.79,-33.84,12.36,-5.79,18.9
2489062,499_4,1.2222,14.35,-21.13,73.12,46.95,-6.87,139.04,-81.26,-69.28,100.0,16.34,-4.73,21.68,1.97,11.27,35.53,29.97,-70.25,9.41,41.41,-56.59,-29.68,18.99,-3.73,16.82
2489063,499_4,1.225,17.35,-21.88,71.77,48.41,-2.97,138.86,-79.97,-64.89,103.44,16.95,-2.45,21.81,8.22,11.61,33.44,25.87,-63.89,15.09,31.26,-55.76,-27.26,23.92,-0.77,15.03
2489064,499_4,1.2278,20.87,-22.43,70.85,48.43,-0.15,140.01,-80.65,-60.4,106.61,17.96,-0.35,21.86,11.28,13.66,32.88,23.71,-61.09,21.69,22.95,-58.12,-26.95,26.85,2.88,13.61
2489065,499_4,1.2306,24.55,-22.75,70.34,47.13,1.34,142.25,-83.15,-56.01,109.32,19.26,1.36,21.78,11.13,17.34,33.57,23.92,-61.62,28.49,17.05,-63.1,-28.85,27.66,6.99,12.58
2489066,499_4,1.2333,27.96,-22.9,70.26,44.94,1.28,145.35,-87.16,-52.13,111.56,20.64,2.49,21.58,8.0,22.4,35.11,26.66,-64.95,34.74,13.88,-69.9,-32.8,26.36,11.4,11.91
2489067,499_4,1.2361,30.73,-22.98,70.71,42.43,-0.52,149.15,-92.35,-49.31,113.4,21.91,2.92,21.32,2.38,28.49,37.07,31.78,-70.39,39.78,13.52,-77.64,-38.42,23.12,15.97,11.56
2489068,499_4,1.2389,32.54,-23.08,71.78,40.19,-4.18,153.53,-98.33,-48.07,114.97,22.87,2.61,21.1,-5.06,35.13,39.03,38.79,-77.1,43.09,15.79,-85.47,-45.07,18.24,20.57,11.46
2489069,499_4,1.2417,33.3,-23.27,73.51,38.65,-9.64,158.29,-104.74,-48.73,116.34,23.41,1.64,21.02,-13.59,41.82,40.6,46.94,-84.23,44.32,20.28,-92.54,-51.93,12.1,25.05,11.53
2489070,499_4,1.2444,33.11,-23.56,75.83,37.98,-16.63,163.16,-111.21,-51.28,117.45,23.55,0.19,21.15,-22.39,48.03,41.5,55.19,-90.87,43.31,26.36,-98.07,-58.07,5.19,29.24,11.71
2489071,499_4,1.2472,32.28,-23.85,78.55,38.02,-24.64,167.77,-117.4,-55.29,118.14,23.36,-1.51,21.51,-30.66,53.24,41.53,62.43,-96.14,40.14,33.17,-101.39,-62.54,-1.92,32.89,11.92
2489072,499_4,1.25,31.24,-24.0,81.39,38.34,-32.95,171.69,-122.99,-59.98,118.13,23.02,-3.18,22.06,-37.68,56.99,40.64,67.55,-99.3,35.14,39.72,-102.02,-64.51,-8.63,35.72,12.11
2489073,499_4,1.2528,30.41,-23.84,84.0,38.36,-40.72,174.5,-127.74,-64.34,117.16,22.72,-4.55,22.72,-42.85,58.92,38.92,69.65,-99.86,28.94,44.99,-99.81,-63.44,-14.36,37.42,12.27
2489074,499_4,1.2556,30.14,-23.16,86.08,37.55,-47.17,175.85,-131.42,-67.4,115.04,22.6,-5.43,23.4,-45.79,58.77,36.65,68.23,-97.69,22.38,48.04,-95.02,-59.2,-18.57,37.7,12.39
2489075,499_4,1.2583,30.55,-21.86,87.39,35.61,-51.74,175.55,-133.9,-68.43,111.76,22.74,-5.68,24.0,-46.37,56.47,34.21,63.26,-93.08,16.42,48.22,-88.31,-52.12,-20.9,36.35,12.5
2489076,499_4,1.2611,31.57,-19.86,87.85,32.51,-54.16,173.65,-135.15,-67.11,107.5,23.09,-5.29,24.45,-44.71,52.16,32.01,55.32,-86.67,11.87,45.31,-80.65,-42.97,-21.15,33.32,12.62
2489077,499_4,1.2639,32.95,-17.23,87.54,28.54,-54.54,170.41,-135.26,-63.54,102.63,23.54,-4.33,24.75,-41.16,46.18,30.33,45.47,-79.35,9.21,39.71,-73.07,-32.9,-19.38,28.7,12.72
2489078,499_4,1.2667,34.36,-14.11,86.71,24.18,-53.28,166.36,-134.52,-58.2,97.69,23.89,-2.93,24.91,-36.24,39.11,29.24,35.15,-72.01,8.4,32.36,-66.46,-23.19,-15.86,22.83,12.75
2489079,499_4,1.2694,35.49,-10.72,85.68,19.98,-50.98,162.24,-133.39,-51.76,93.23,23.99,-1.28,25.02,-30.54,31.7,28.56,25.92,-65.37,8.84,24.68,-61.35,-15.1,-11.06,16.19,12.6
2489080,499_4,1.2722,36.19,-7.36,84.84,16.38,-48.29,158.89,-132.51,-44.94,89.77,23.69,0.43,25.16,-24.64,24.81,27.88,19.2,-59.86,9.51,18.27,-57.8,-9.64,-5.54,9.47,12.15
2489081,499_4,1.275,36.46,-4.33,84.52,13.62,-45.73,157.16,-132.59,-38.3,87.64,22.96,1.99,25.42,-19.04,19.28,26.72,16.04,-55.54,9.24,14.57,-55.47,-7.44,0.09,3.41,11.28
2489082,499_4,1.2778,36.51,-1.94,84.94,11.66,-43.64,157.71,-134.3,-32.15,86.97,21.84,3.23,25.84,-14.09,15.85,24.64,16.91,-52.2,7.07,14.5,-53.79,-8.66,5.27,-1.26,9.99
2489083,499_4,1.2806,36.62,-0.42,86.16,10.25,-42.14,160.87,-138.08,-26.62,87.62,20.45,4.0,26.45,-10.01,14.98,21.48,21.66,-49.51,2.55,18.24,-52.21,-12.98,9.57,-3.94,8.31
2489084,499_4,1.2833,37.07,0.08,88.04,8.99,-41.2,166.52,-144.03,-21.69,89.19,18.91,4.23,27.19,-6.9,16.78,17.39,29.57,-47.22,-4.04,25.08,-50.42,-19.68,12.75,-4.29,6.44
2489085,499_4,1.2861,38.06,-0.49,90.27,7.43,-40.69,174.01,-151.78,-17.3,91.09,17.36,3.87,27.98,-4.72,20.95,12.91,39.5,-45.24,-11.7,33.62,-48.5,-27.8,14.7,-2.31,4.61
2489086,499_4,1.2889,39.6,-2.03,92.4,5.21,-40.53,182.22,-160.52,-13.52,92.64,15.89,2.97,28.69,-3.4,26.85,8.82,50.14,-43.77,-18.92,41.96,-46.92,-36.28,15.52,1.63,3.12
2489087,499_4,1.2917,41.52,-4.36,93.94,2.11,-40.69,189.68,-169.06,-10.54,93.16,14.53,1.61,29.18,-2.82,33.62,5.99,60.26,-43.15,-24.01,48.15,-46.43,-44.2,15.45,6.87,2.23
2489088,499_4,1.2944,43.51,-7.2,94.39,-1.93,-41.25,194.85,-176.04,-8.68,92.08,13.29,-0.08,29.31,-2.84,40.39,5.2,68.96,-43.8,-25.49,50.57,-47.78,-50.89,14.78,12.57,2.12
2489089,499_4,1.2972,45.16,-10.24,93.36,-6.76,-42.33,196.31,-180.18,-8.3,89.03,12.15,-1.96,28.97,-3.28,46.45,6.89,75.81,-45.97,-22.48,48.32,-51.52,-56.08,13.87,17.91,2.87
2489090,499_4,1.3,46.13,-13.19,90.63,-12.12,-44.04,193.11,-180.48,-9.67,83.89,11.09,-3.89,28.13,-4.01,51.38,11.09,80.84,-49.64,-14.9,41.32,-57.79,-59.87,13.05,22.19,4.4
2489091,499_4,1.3028,46.18,-15.77,86.19,-17.64,-46.32,184.93,-176.49,-12.79,76.77,10.11,-5.77,26.78,-4.87,55.16,17.39,84.51,-54.49,-3.53,30.4,-66.24,-62.68,12.52,25.05,6.53
2489092,499_4,1.3056,45.25,-17.82,80.26,-22.94,-48.94,172.2,-168.37,-17.32,68.03,9.27,-7.54,25.0,-5.77,58.04,25.02,87.51,-59.9,10.18,17.01,-76.1,-65.07,12.37,26.43,8.97
2489093,499_4,1.3083,43.54,-19.25,73.27,-27.62,-51.45,156.1,-156.93,-22.5,58.22,8.63,-9.19,22.95,-6.66,60.49,33.05,90.51,-65.16,24.42,2.94,-86.4,-67.58,12.49,26.62,11.46
2489094,499_4,1.3111,41.45,-20.09,65.78,-31.3,-53.2,138.42,-143.53,-27.23,48.02,8.26,-10.77,20.8,-7.52,63.01,40.56,94.07,-69.64,37.45,-10.12,-96.13,-70.6,12.64,26.12,13.74
2489095,499_4,1.3139,39.51,-20.41,58.43,-33.64,-53.49,121.31,-129.83,-30.25,38.16,8.26,-12.37,18.76,-8.34,65.98,46.87,98.46,-72.87,47.95,-20.94,-104.52,-74.24,12.5,25.53,15.64
2489096,499_4,1.3167,38.26,-20.38,51.81,-34.39,-51.69,106.9,-117.56,-30.33,29.32,8.67,-14.08,17.0,-9.1,69.55,51.61,103.66,-74.73,55.26,-28.92,-111.15,-78.37,11.79,25.39,17.1
2489097,499_4,1.3194,38.19,-20.16,46.4,-33.38,-47.39,96.96,-108.19,-26.52,22.08,9.48,-15.99,15.67,-9.68,73.62,54.74,109.46,-75.37,59.41,-34.18,-115.97,-82.69,10.32,26.01,18.15
2489098,499_4,1.3222,39.55,-19.93,42.45,-30.59,-40.48,92.64,-102.71,-18.38,16.8,10.63,-18.14,14.86,-9.91,77.84,56.53,115.52,-75.16,61.01,-37.38,-119.32,-86.81,8.13,27.44,18.88
2489099,499_4,1.325,42.32,-19.85,39.98,-26.17,-31.2,94.19,-101.45,-6.04,13.57,11.97,-20.53,14.58,-9.54,81.78,57.42,121.58,-74.61,60.96,-39.49,-121.75,-90.43,5.43,29.47,19.39
2489100,499_4,1.3278,46.2,-20.03,38.77,-20.47,-20.1,101.02,-104.04,9.73,12.19,13.32,-23.1,14.76,-8.36,85.01,57.85,127.52,-74.26,60.19,-41.42,-123.99,-93.42,2.6,31.68,19.81
2489101,499_4,1.3306,50.64,-20.59,38.39,-14.02,-7.89,111.69,-109.48,27.7,12.16,14.45,-25.74,15.28,-6.25,87.21,58.26,133.45,-74.6,59.34,-43.8,-126.77,-95.86,0.09,33.58,20.22
2489102,499_4,1.3333,55.0,-21.59,38.27,-7.52,4.64,124.28,-116.34,46.34,12.78,15.16,-28.33,15.98,-3.23,88.3,58.88,139.62,-76.01,58.66,-46.82,-130.73,-97.98,-1.72,34.68,20.68
2489103,499_4,1.3361,58.61,-23.11,37.78,-1.67,16.84,136.63,-122.96,64.12,13.23,15.32,-30.77,16.67,0.54,88.34,59.85,146.34,-78.72,57.97,-50.26,-136.33,-100.09,-2.51,34.62,21.18
2489104,499_4,1.3389,61.01,-25.17,36.34,2.84,28.33,146.69,-127.7,79.78,12.68,14.87,-33.01,17.21,4.77,87.51,61.11,153.8,-82.75,56.85,-53.57,-143.67,-102.42,-2.16,33.16,21.71
2489105,499_4,1.3417,61.96,-27.75,33.46,5.5,39.04,152.85,-129.2,92.49,10.44,13.88,-35.02,17.46,9.19,85.99,62.53,161.92,-87.89,54.82,-56.18,-152.5,-105.04,-0.68,30.22,22.22
2489106,499_4,1.3444,61.49,-30.78,28.89,6.01,49.2,154.1,-126.47,101.96,5.99,12.52,-36.84,17.36,13.58,83.87,63.93,170.35,-93.66,51.63,-57.71,-162.09,-107.8,1.83,25.87,22.65
2489107,499_4,1.3472,59.88,-34.04,22.56,4.26,59.26,150.1,-119.03,108.45,-0.87,11.02,-38.52,16.94,17.9,81.13,65.14,178.42,-99.33,47.42,-58.17,-171.38,-110.37,5.14,20.28,22.95
