jointmoment_id,session_trial,time,elbow_moment_x,elbow_moment_y,elbow_moment_z,shoulder_thorax_moment_x,shoulder_thorax_moment_y,shoulder_thorax_moment_z,shoulder_upper_arm_moment_x,shoulder_upper_arm_moment_y,shoulder_upper_arm_moment_z,wrist_moment_x,wrist_moment_y,wrist_moment_z,glove_elbow_moment_x,glove_elbow_moment_y,glove_elbow_moment_z,glove_shoulder_glove_upper_arm_moment_x,glove_shoulder_glove_upper_arm_moment_y,glove_shoulder_glove_upper_arm_moment_z,glove_shoulder_thorax_moment_x,glove_shoulder_thorax_moment_y,glove_shoulder_thorax_moment_z,glove_wrist_moment_x,glove_wrist_moment_y,glove_wrist_moment_z
2481758,498_1,1.4222,9.08,-2.83,-0.29,-1.95,7.22,-4.19,-0.5,-8.52,-0.83,-1.56,1.66,-0.02,-2.6,12.89,0.2,0.44,-36.41,2.66,2.95,-34.13,-4.47,2.47,-0.87,-0.03
2481759,498_1,1.425,9.47,-2.74,-0.23,-1.78,7.73,-3.51,0.4,-8.65,-0.88,-1.59,1.65,-0.03,-1.92,9.93,0.25,-0.03,-32.27,-4.36,9.1,-28.23,-2.95,1.75,-0.76,0.02
2481760,498_1,1.4278,9.91,-2.5,-0.18,-1.59,7.7,-2.77,1.07,-8.28,-0.87,-1.61,1.67,-0.04,-1.15,7.1,0.34,-0.11,-28.52,-10.85,15.21,-22.98,-1.64,0.99,-0.54,0.06
2481761,498_1,1.4306,10.4,-2.2,-0.15,-1.35,7.19,-2.09,1.44,-7.49,-0.84,-1.62,1.73,-0.05,-0.45,5.11,0.47,0.47,-26.51,-15.24,20.09,-20.18,-0.93,0.35,-0.22,0.09
2481762,498_1,1.4333,10.9,-1.94,-0.12,-1.01,6.26,-1.67,1.38,-6.42,-0.83,-1.64,1.81,-0.06,0.0,4.58,0.67,1.98,-27.3,-15.87,22.41,-21.39,-1.17,-0.05,0.16,0.11
2481763,498_1,1.4361,11.35,-1.8,-0.09,-0.57,4.97,-1.77,0.7,-5.2,-0.88,-1.67,1.92,-0.07,0.11,5.92,0.94,4.61,-31.44,-11.35,20.93,-27.57,-2.57,-0.14,0.55,0.12
2481764,498_1,1.4389,11.67,-1.83,-0.06,-0.04,3.35,-2.63,-0.81,-3.98,-1.02,-1.72,2.02,-0.08,-0.17,9.19,1.25,8.38,-38.81,-0.93,14.81,-38.82,-5.14,0.11,0.91,0.12
2481765,498_1,1.4417,11.79,-2.06,-0.04,0.55,1.44,-4.41,-3.27,-2.86,-1.23,-1.79,2.13,-0.09,-0.78,14.1,1.58,13.12,-48.57,15.19,3.91,-54.26,-8.7,0.66,1.19,0.12
2481766,498_1,1.4444,11.69,-2.43,-0.02,1.14,-0.7,-7.09,-6.63,-1.91,-1.51,-1.88,2.22,-0.09,-1.57,20.05,1.9,18.47,-59.4,35.71,-11.0,-72.16,-12.85,1.41,1.36,0.1
2481767,498_1,1.4472,11.37,-2.9,-0.01,1.71,-2.96,-10.49,-10.69,-1.14,-1.82,-1.98,2.3,-0.09,-2.37,26.21,2.14,23.85,-69.76,58.25,-28.22,-90.17,-17.09,2.24,1.41,0.09
2481768,498_1,1.45,10.87,-3.4,-0.01,2.22,-5.21,-14.22,-15.04,-0.54,-2.13,-2.08,2.36,-0.08,-2.96,31.71,2.29,28.62,-78.17,79.68,-45.27,-105.79,-20.86,3.02,1.34,0.07
2481769,498_1,1.4528,10.26,-3.86,-0.01,2.67,-7.25,-17.81,-19.18,-0.08,-2.41,-2.17,2.4,-0.07,-3.16,35.76,2.31,32.17,-83.61,96.58,-59.26,-116.77,-23.67,3.65,1.19,0.06
2481770,498_1,1.4556,9.61,-4.23,-0.03,3.05,-8.92,-20.76,-22.58,0.29,-2.64,-2.26,2.42,-0.05,-2.81,37.84,2.23,34.02,-85.71,105.85,-67.35,-121.61,-25.17,4.04,1.01,0.05
2481771,498_1,1.4583,9.01,-4.51,-0.04,3.39,-10.09,-22.66,-24.85,0.63,-2.83,-2.33,2.44,-0.04,-1.85,37.76,2.07,33.97,-84.81,105.32,-67.36,-119.83,-25.26,4.19,0.87,0.04
2481772,498_1,1.4611,8.49,-4.69,-0.06,3.72,-10.69,-23.29,-25.74,0.99,-2.98,-2.37,2.44,-0.02,-0.3,35.72,1.87,32.14,-81.87,94.19,-58.15,-112.03,-24.07,4.12,0.83,0.02
2481773,498_1,1.4639,8.07,-4.79,-0.09,4.08,-10.75,-22.65,-25.27,1.39,-3.11,-2.39,2.43,0.0,1.74,32.22,1.7,28.94,-78.24,73.3,-39.98,-99.82,-21.93,3.88,0.94,0.01
2481774,498_1,1.4667,7.75,-4.85,-0.11,4.51,-10.36,-20.97,-23.68,1.82,-3.25,-2.38,2.42,0.02,4.11,27.95,1.59,25.0,-75.29,45.01,-14.52,-85.4,-19.33,3.58,1.23,-0.01
2481775,498_1,1.4694,7.51,-4.91,-0.13,5.02,-9.65,-18.65,-21.4,2.24,-3.43,-2.35,2.39,0.04,6.6,23.67,1.59,21.05,-74.07,12.85,15.31,-71.16,-16.78,3.28,1.68,-0.02
2481776,498_1,1.4722,7.31,-4.99,-0.14,5.64,-8.8,-16.15,-18.92,2.59,-3.64,-2.29,2.36,0.05,9.03,20.01,1.68,17.75,-75.02,-19.03,45.81,-59.21,-14.7,3.04,2.25,-0.04
2481777,498_1,1.475,7.1,-5.11,-0.14,6.34,-7.98,-13.91,-16.69,2.85,-3.89,-2.22,2.31,0.07,11.21,17.35,1.86,15.62,-77.93,-46.57,73.09,-50.95,-13.36,2.88,2.84,-0.05
2481778,498_1,1.4778,6.85,-5.25,-0.13,7.11,-7.32,-12.22,-15.06,3.01,-4.16,-2.14,2.24,0.07,13.03,15.8,2.08,14.9,-81.91,-66.48,93.74,-46.94,-12.78,2.76,3.37,-0.06
2481779,498_1,1.4806,6.52,-5.36,-0.11,7.88,-6.94,-11.16,-14.13,3.15,-4.39,-2.05,2.14,0.08,14.41,15.17,2.29,15.58,-85.72,-76.75,105.4,-46.87,-12.8,2.64,3.75,-0.07
2481780,498_1,1.4833,6.09,-5.39,-0.07,8.6,-6.9,-10.56,-13.81,3.4,-4.53,-1.96,2.01,0.08,15.37,15.07,2.43,17.39,-88.07,-77.0,107.17,-49.7,-13.1,2.43,3.93,-0.06
2481781,498_1,1.4861,5.55,-5.28,0.0,9.2,-7.19,-10.09,-13.78,3.92,-4.51,-1.85,1.82,0.07,15.97,15.06,2.46,19.91,-87.93,-68.44,99.74,-53.99,-13.31,2.1,3.9,-0.03
2481782,498_1,1.4889,4.93,-4.96,0.1,9.59,-7.73,-9.33,-13.64,4.86,-4.32,-1.74,1.58,0.06,16.33,14.71,2.38,22.67,-84.82,-53.58,85.25,-58.22,-13.11,1.6,3.69,0.0
2481783,498_1,1.4917,4.26,-4.45,0.24,9.73,-8.38,-7.88,-12.97,6.29,-3.95,-1.63,1.29,0.04,16.61,13.76,2.19,25.19,-78.88,-35.8,66.84,-61.07,-12.29,0.97,3.38,0.03
2481784,498_1,1.4944,3.63,-3.78,0.41,9.62,-8.94,-5.51,-11.5,8.16,-3.45,-1.52,0.96,0.02,16.94,12.17,1.9,27.1,-70.83,-18.59,48.01,-61.67,-10.86,0.27,3.04,0.06
2481785,498_1,1.4972,3.11,-3.06,0.6,9.29,-9.23,-2.23,-9.15,10.33,-2.92,-1.43,0.62,0.0,17.42,10.08,1.54,28.11,-61.81,-5.0,32.01,-59.71,-8.98,-0.38,2.74,0.09
2481786,498_1,1.5,2.83,-2.38,0.82,8.88,-9.13,1.69,-6.13,12.56,-2.44,-1.36,0.3,-0.03,18.07,7.87,1.16,28.07,-53.16,2.94,21.24,-55.43,-7.02,-0.85,2.53,0.1
2481787,498_1,1.5028,2.84,-1.85,1.02,8.56,-8.61,5.8,-2.87,14.6,-2.1,-1.33,0.07,-0.05,18.82,6.01,0.76,26.94,-46.14,4.55,16.81,-49.62,-5.41,-1.02,2.38,0.09
2481788,498_1,1.5056,3.21,-1.5,1.17,8.57,-7.79,9.54,0.04,16.26,-1.91,-1.34,-0.05,-0.07,19.52,5.02,0.39,24.77,-41.79,0.55,18.46,-43.41,-4.65,-0.81,2.28,0.06
2481789,498_1,1.5083,3.89,-1.32,1.24,9.1,-6.91,12.41,2.02,17.46,-1.84,-1.37,-0.01,-0.07,19.94,5.34,0.07,21.67,-40.76,-7.16,24.66,-38.14,-5.14,-0.17,2.15,0.02
2481790,498_1,1.5111,4.78,-1.17,1.19,10.29,-6.31,14.11,2.61,18.25,-1.76,-1.41,0.19,-0.06,19.79,7.28,-0.2,17.84,-43.21,-15.91,33.0,-35.1,-7.18,0.86,1.93,-0.02
2481791,498_1,1.5139,5.73,-0.92,1.0,12.16,-6.28,14.61,1.65,18.84,-1.51,-1.41,0.55,-0.03,18.74,10.93,-0.37,13.5,-48.87,-22.83,40.71,-35.32,-10.83,2.18,1.56,-0.06
2481792,498_1,1.5167,6.54,-0.37,0.69,14.54,-7.06,14.23,-0.64,19.54,-0.92,-1.36,1.02,0.02,16.52,16.1,-0.45,9.0,-57.09,-25.48,45.29,-39.36,-15.91,3.64,1.0,-0.09
2481793,498_1,1.5194,7.04,0.6,0.27,17.11,-8.71,13.52,-3.7,20.67,0.13,-1.21,1.54,0.07,12.91,22.39,-0.41,4.75,-66.95,-22.38,45.03,-47.27,-22.02,5.07,0.23,-0.11
2481794,498_1,1.5222,7.09,2.05,-0.2,19.41,-11.1,13.2,-6.72,22.48,1.68,-0.97,2.03,0.13,7.86,29.13,-0.23,1.28,-77.38,-13.36,39.45,-58.44,-28.53,6.27,-0.73,-0.1
2481795,498_1,1.525,6.66,3.91,-0.65,20.95,-13.92,13.95,-8.82,25.14,3.63,-0.64,2.43,0.17,1.54,35.55,0.09,-0.81,-87.32,0.33,29.39,-71.76,-34.64,7.07,-1.84,-0.07
2481796,498_1,1.5278,5.8,6.01,-1.01,21.28,-16.71,16.26,-9.22,28.62,5.8,-0.27,2.65,0.2,-5.55,40.72,0.54,-0.89,-95.71,16.26,16.91,-85.59,-39.48,7.31,-2.99,-0.02
2481797,498_1,1.5306,4.63,8.11,-1.22,20.1,-19.02,20.34,-7.44,32.75,7.93,0.12,2.68,0.2,-12.57,43.68,1.12,1.62,-101.47,31.29,4.81,-97.99,-42.1,6.91,-4.07,0.04
2481798,498_1,1.5333,3.36,9.93,-1.23,17.33,-20.45,26.04,-3.38,37.25,9.76,0.46,2.51,0.17,-18.22,43.46,1.79,7.14,-103.42,42.14,-3.92,-106.84,-41.53,5.83,-4.86,0.11
2481799,498_1,1.5361,2.22,11.29,-1.05,13.1,-20.77,32.95,2.66,41.78,11.08,0.71,2.17,0.12,-20.76,39.09,2.5,15.77,-100.2,46.1,-6.8,-109.95,-36.84,4.03,-5.11,0.17
2481800,498_1,1.5389,1.42,12.08,-0.69,7.75,-19.96,40.47,10.07,46.05,11.8,0.85,1.71,0.05,-17.99,29.59,3.21,27.24,-90.24,41.6,-2.39,-105.28,-27.1,1.56,-4.45,0.21
2481801,498_1,1.5417,1.17,12.32,-0.21,1.73,-18.24,47.93,18.04,49.8,11.96,0.85,1.22,-0.03,-7.36,14.1,3.86,40.82,-71.77,28.55,9.31,-91.09,-11.49,-1.55,-2.44,0.22
2481802,498_1,1.5444,1.57,12.15,0.3,-4.46,-15.95,54.71,25.72,52.89,11.71,0.74,0.78,-0.12,13.87,-8.15,4.37,55.33,-43.05,8.5,26.78,-66.13,10.68,-5.25,1.39,0.21
2481803,498_1,1.5472,2.64,11.77,0.78,-10.31,-13.52,60.32,32.35,55.26,11.26,0.55,0.46,-0.19,48.28,-37.64,4.67,69.22,-2.67,-15.55,47.13,-29.84,39.8,-9.49,7.56,0.17
2481804,498_1,1.55,4.28,11.36,1.17,-15.43,-11.33,64.46,37.36,56.91,10.8,0.3,0.3,-0.24,97.98,-74.48,4.7,80.82,50.1,-39.59,66.6,17.44,75.9,-14.19,16.45,0.09
2481805,498_1,1.5528,6.29,11.04,1.42,-19.48,-9.66,66.97,40.38,57.88,10.47,0.04,0.33,-0.27,164.03,-118.26,4.4,88.52,114.92,-59.23,81.18,74.38,118.47,-19.3,28.33,-0.02
2481806,498_1,1.5556,8.41,10.86,1.52,-22.28,-8.64,67.85,41.32,58.18,10.3,-0.22,0.51,-0.27,246.08,-167.93,3.74,91.13,190.15,-70.51,87.43,138.61,166.41,-24.72,43.17,-0.16
2481807,498_1,1.5583,10.36,10.74,1.48,-23.74,-8.22,67.22,40.26,57.84,10.21,-0.47,0.81,-0.25,341.97,-221.78,2.71,88.13,272.81,-70.71,83.16,206.93,218.02,-30.32,60.62,-0.34
2481808,498_1,1.5611,11.91,10.56,1.33,-23.93,-8.25,65.27,37.5,56.87,10.1,-0.69,1.15,-0.22,447.63,-277.53,1.37,79.83,358.83,-58.98,67.97,275.65,271.08,-35.94,79.93,-0.53
2481809,498_1,1.5639,12.9,10.22,1.1,-22.99,-8.53,62.29,33.42,55.32,9.83,-0.9,1.47,-0.16,557.29,-332.47,-0.19,67.37,443.5,-36.64,43.45,341.04,323.02,-41.39,100.07,-0.74
2481810,498_1,1.5667,13.28,9.66,0.84,-21.18,-8.87,58.56,28.45,53.25,9.33,-1.08,1.74,-0.1,664.1,-383.79,-1.84,52.51,522.13,-6.98,12.9,399.88,371.26,-46.45,119.76,-0.94
2481811,498_1,1.5694,13.08,8.89,0.57,-18.82,-9.19,54.42,23.02,50.79,8.64,-1.23,1.93,-0.04,761.2,-428.97,-3.42,37.3,590.84,25.42,-19.4,449.93,413.55,-50.9,137.7,-1.13
2481812,498_1,1.5722,12.42,8.04,0.31,-16.23,-9.49,50.2,17.51,48.15,7.86,-1.33,2.03,0.02,,,,,,,,,,,,
2481813,498_1,1.575,11.43,7.3,0.07,-13.74,-9.83,46.18,12.2,45.54,7.18,-1.35,2.04,0.07,,,,,,,,,,,,
2481814,498_1,1.5778,10.25,6.86,-0.14,-11.63,-10.35,42.65,7.29,43.21,6.79,-1.28,1.99,0.11,,,,,,,,,,,,
2481815,498_1,1.5806,8.98,6.86,-0.32,-10.14,-11.13,39.83,2.9,41.38,6.84,-1.1,1.88,0.13,,,,,,,,,,,,
2481816,498_1,1.5833,7.65,7.35,-0.46,-9.4,-12.21,37.87,-0.92,40.27,7.38,-0.83,1.73,0.14,,,,,,,,,,,,
2481817,498_1,1.5861,6.26,8.3,-0.55,-9.47,-13.53,36.93,-4.16,39.99,8.36,-0.49,1.53,0.14,,,,,,,,,,,,
2481818,498_1,1.5889,4.73,9.53,-0.59,-10.29,-14.98,37.09,-6.9,40.63,9.63,-0.1,1.27,0.12,,,,,,,,,,,,
2481819,498_1,1.5917,2.98,10.82,-0.55,-11.72,-16.43,38.4,-9.29,42.18,10.96,0.27,0.93,0.09,,,,,,,,,,,,
2481820,498_1,1.5944,0.88,11.92,-0.43,-13.52,-17.73,40.87,-11.53,44.56,12.11,0.58,0.5,0.05,,,,,,,,,,,,
2481821,498_1,1.5972,-1.67,12.61,-0.21,-15.44,-18.8,44.46,-13.89,47.65,12.85,0.78,-0.06,0.0,,,,,,,,,,,,
2481822,498_1,1.6,-4.75,12.74,0.08,-17.19,-19.61,49.05,-16.65,51.25,13.04,0.86,-0.74,-0.06,,,,,,,,,,,,
2481823,498_1,1.6028,-8.4,12.3,0.46,-18.58,-20.14,54.45,-20.03,55.16,12.65,0.81,-1.55,-0.12,,,,,,,,,,,,
2481824,498_1,1.6056,-12.61,11.4,0.87,-19.55,-20.41,60.37,-24.13,59.17,11.79,0.64,-2.48,-0.18,,,,,,,,,,,,
2481825,498_1,1.6083,-17.27,10.29,1.29,-20.2,-20.4,66.46,-28.86,63.13,10.71,0.38,-3.5,-0.23,,,,,,,,,,,,
2481826,498_1,1.6111,-22.19,9.36,1.66,-20.87,-20.04,72.32,-33.94,66.93,9.73,0.08,-4.58,-0.27,,,,,,,,,,,,
2481827,498_1,1.6139,-27.13,9.05,1.93,-22.01,-19.23,77.52,-38.92,70.57,9.3,-0.2,-5.67,-0.29,,,,,,,,,,,,
2481828,498_1,1.6167,-31.77,9.81,2.05,-24.17,-17.84,81.66,-43.26,74.07,9.84,-0.41,-6.72,-0.29,,,,,,,,,,,,
2481829,498_1,1.6194,-35.81,12.05,1.97,-27.85,-15.76,84.42,-46.43,77.48,11.73,-0.5,-7.68,-0.27,,,,,,,,,,,,
2481830,498_1,1.6222,-38.95,16.03,1.68,-33.39,-12.97,85.59,-48.02,80.8,15.23,-0.44,-8.52,-0.21,,,,,,,,,,,,
2481831,498_1,1.625,-41.02,21.83,1.19,-40.85,-9.58,85.06,-47.84,83.91,20.41,-0.21,-9.22,-0.13,,,,,,,,,,,,
2481832,498_1,1.6278,-41.97,29.31,0.53,-50.0,-5.8,82.9,-45.98,86.59,27.15,0.18,-9.78,-0.02,,,,,,,,,,,,
2481833,498_1,1.6306,-41.93,38.14,-0.24,-60.33,-1.95,79.32,-42.8,88.51,35.18,0.73,-10.21,0.1,,,,,,,,,,,,
2481834,498_1,1.6333,-41.14,47.86,-1.04,-71.17,1.63,74.65,-38.89,89.32,44.09,1.41,-10.56,0.22,,,,,,,,,,,,
2481835,498_1,1.6361,-39.97,57.98,-1.78,-81.84,4.68,69.34,-34.97,88.77,53.45,2.23,-10.83,0.32,,,,,,,,,,,,
2481836,498_1,1.6389,-38.79,68.1,-2.41,-91.82,7.12,63.91,-31.82,86.83,62.9,3.19,-11.07,0.4,,,,,,,,,,,,
2481837,498_1,1.6417,-37.94,77.96,-2.86,-100.87,9.16,58.93,-30.16,83.79,72.23,4.31,-11.25,0.43,,,,,,,,,,,,
2481838,498_1,1.6444,-37.64,87.56,-3.13,-109.15,11.34,54.97,-30.64,80.32,81.46,5.61,-11.4,0.43,3127.83,-1337.43,526.87,3769.73,-66.78,-1186.51,3503.16,1306.03,1286.11,204.3,159.94,-3.16
2481839,498_1,1.6472,-37.97,97.13,-3.27,-117.18,14.44,52.56,-33.75,77.42,90.81,7.14,-11.48,0.38,2447.83,-1019.91,411.24,2916.55,-69.53,-940.01,2730.47,994.88,980.09,164.86,121.64,-2.4
2481840,498_1,1.65,-38.85,107.07,-3.35,-125.69,19.4,52.11,-39.8,76.25,100.65,8.92,-11.5,0.3,1802.73,-717.81,302.03,2107.1,-71.93,-707.42,1998.23,699.88,688.85,128.11,85.24,-1.67
2481841,498_1,1.6528,-40.09,117.79,-3.45,-135.48,27.08,53.85,-48.9,77.93,111.37,10.96,-11.44,0.21,1227.05,-447.23,205.24,1384.99,-73.64,-501.49,1345.96,437.11,427.92,96.15,52.7,-1.02
2481842,498_1,1.6556,-41.4,129.52,-3.68,-147.09,37.98,57.75,-60.89,83.14,123.2,13.23,-11.32,0.12,744.73,-219.91,124.94,780.82,-74.28,-330.62,801.02,217.96,208.59,70.28,25.44,-0.46
2481843,498_1,1.6583,-42.48,142.11,-4.1,-160.54,51.99,63.42,-75.28,91.85,136.02,15.63,-11.11,0.05,367.18,-42.13,62.92,309.63,-73.48,-198.13,376.25,48.16,37.0,50.79,4.27,-0.03
2481844,498_1,1.6611,-42.98,154.86,-4.74,-175.17,68.17,70.13,-91.28,103.11,149.23,18.02,-10.83,0.02,93.9,85.14,18.84,-28.52,-71.02,-102.7,70.73,-72.08,-85.86,37.12,-10.69,0.27
2481845,498_1,1.6639,-42.6,166.46,-5.58,-189.57,84.7,76.83,-107.73,114.94,161.72,20.14,-10.44,0.02,-84.92,165.37,-9.26,-245.54,-66.84,-39.5,-127.29,-147.0,-163.29,28.07,-19.89,0.46
2481846,498_1,1.6667,-41.02,175.09,-6.54,-201.7,99.05,82.27,-123.21,124.54,171.91,21.73,-9.92,0.07,-185.12,205.13,-24.35,-361.16,-61.08,-1.68,-236.41,-183.82,-201.57,22.15,-24.16,0.54
2481847,498_1,1.6694,-37.96,178.65,-7.5,-209.18,108.24,85.14,-136.18,128.68,177.96,22.46,-9.23,0.15,-225.18,212.63,-29.74,-398.66,-53.99,18.17,-278.17,-191.12,-208.6,17.85,-24.63,0.53
2481848,498_1,1.6722,-33.13,175.12,-8.3,-209.73,109.47,84.29,-145.06,124.31,178.11,22.02,-8.32,0.25,-223.47,196.51,-28.61,-381.29,-45.86,26.88,-273.64,-177.51,-192.71,13.99,-22.46,0.46
2481849,498_1,1.675,-26.29,163.01,-8.8,-201.63,100.66,78.94,-148.49,109.24,171.03,20.21,-7.16,0.36,-196.27,164.91,-23.66,-329.75,-36.99,29.87,-241.13,-150.73,-161.78,9.81,-18.76,0.35
2481850,498_1,1.6778,-17.3,141.82,-8.89,-184.2,81.1,68.88,-145.42,82.84,156.2,16.95,-5.74,0.46,-156.57,124.96,-16.99,-260.83,-27.73,30.79,-194.96,-117.17,-122.74,5.03,-14.47,0.22
2481851,498_1,1.6806,-6.17,112.32,-8.48,-158.03,51.83,54.61,-135.35,46.47,134.11,12.36,-4.09,0.54,-113.76,82.58,-10.08,-187.03,-18.48,31.43,-145.17,-81.79,-81.35,-0.19,-10.26,0.09
2481852,498_1,1.6833,6.88,76.62,-7.57,-125.09,15.72,37.42,-118.39,3.57,106.31,6.75,-2.27,0.57,-73.73,42.42,-3.86,-116.84,-9.71,32.13,-97.9,-48.23,-42.12,-5.41,-6.53,-0.03
2481853,498_1,1.6861,21.31,38.0,-6.22,-88.42,-22.9,19.36,-95.36,-40.74,75.23,0.64,-0.38,0.56,-39.53,7.84,1.17,-55.43,-1.95,32.25,-56.29,-18.99,-8.35,-10.07,-3.46,-0.13
2481854,498_1,1.6889,36.33,0.39,-4.55,-51.66,-58.92,2.99,-67.81,-80.5,43.79,-5.36,1.48,0.51,-12.17,-19.06,4.82,-5.32,4.33,30.74,-21.32,4.44,17.92,-13.66,-1.05,-0.2
2481855,498_1,1.6917,50.89,-32.3,-2.73,-18.4,-87.54,-9.09,-37.86,-110.12,14.88,-10.61,3.18,0.41,8.6,-37.33,7.09,32.88,8.81,26.69,7.25,21.42,35.77,-15.85,0.78,-0.24
2481856,498_1,1.6944,63.86,-56.96,-0.92,8.49,-105.25,-14.83,-8.02,-125.64,-9.13,-14.58,4.63,0.28,23.63,-47.05,8.12,59.78,11.31,19.6,30.22,32.0,45.29,-16.48,2.16,-0.25
2481857,498_1,1.6972,74.14,-71.86,0.71,27.38,-110.51,-13.42,19.15,-125.61,-26.77,-16.96,5.73,0.14,33.84,-49.08,8.12,76.74,11.91,9.54,48.47,36.78,47.33,-15.64,3.19,-0.23
2481858,498_1,1.7,80.84,-76.91,2.04,38.1,-104.04,-5.58,41.31,-111.48,-37.66,-17.67,6.42,0.0,40.06,-44.86,7.31,85.36,10.83,-2.84,62.66,36.68,43.29,-13.56,3.94,-0.19
2481859,498_1,1.7028,83.35,-73.58,2.97,41.78,-88.43,6.38,56.66,-87.13,-42.37,-16.89,6.65,-0.12,42.94,-36.06,5.95,87.24,8.42,-16.48,73.11,32.79,34.82,-10.57,4.46,-0.14
2481860,498_1,1.7056,81.46,-64.37,3.49,40.43,-67.37,19.2,64.1,-57.85,-42.19,-14.97,6.39,-0.22,42.99,-24.42,4.26,83.79,5.12,-30.09,79.9,26.22,23.61,-7.07,4.77,-0.09
2481861,498_1,1.7083,75.31,-52.2,3.63,36.37,-44.84,29.42,63.32,-29.0,-38.7,-12.36,5.64,-0.3,40.66,-11.54,2.45,76.28,1.35,-42.42,82.98,18.05,11.22,-3.41,4.92,-0.04
2481862,498_1,1.7111,65.42,-39.71,3.44,31.61,-24.27,34.29,54.85,-4.79,-33.51,-9.51,4.44,-0.34,36.42,1.19,0.71,65.82,-2.51,-52.41,82.39,9.21,-1.02,0.09,4.94,0.01
2481863,498_1,1.7139,52.62,-28.79,3.04,27.54,-8.11,32.35,39.95,12.46,-27.9,-6.74,2.87,-0.37,30.78,12.68,-0.81,53.49,-6.1,-59.34,78.37,0.51,-12.06,3.17,4.87,0.06
2481864,498_1,1.7167,37.94,-20.41,2.53,24.67,2.3,23.59,20.45,22.41,-22.73,-4.27,1.04,-0.38,24.27,22.1,-2.0,40.34,-9.17,-62.83,71.39,-7.36,-21.1,5.63,4.74,0.11
2481865,498_1,1.7194,22.52,-14.65,2.02,22.78,6.62,9.17,-1.57,26.42,-18.43,-2.2,-0.91,-0.39,17.44,28.9,-2.78,27.3,-11.53,-62.79,62.08,-13.9,-27.63,7.35,4.55,0.15
2481866,498_1,1.7222,7.45,-10.94,1.58,21.09,5.27,-8.98,-24.06,26.83,-15.04,-0.49,-2.83,-0.39,10.76,32.75,-3.13,15.12,-13.05,-59.32,51.04,-18.73,-31.35,8.27,4.3,0.19
2481867,498_1,1.725,-6.31,-8.4,1.26,18.65,-0.86,-28.78,-45.31,26.24,-12.37,0.93,-4.6,-0.38,4.68,33.6,-3.04,4.22,-13.68,-52.63,38.73,-21.69,-32.23,8.4,3.97,0.23
2481868,498_1,1.7278,-18.0,-6.13,1.06,14.61,-10.62,-48.3,-64.06,26.86,-10.14,2.12,-6.11,-0.38,-0.47,31.64,-2.58,-5.31,-13.42,-43.03,25.41,-22.77,-30.44,7.79,3.55,0.26
2481869,498_1,1.7306,-27.11,-3.46,0.96,8.5,-22.72,-66.04,-79.49,30.06,-8.07,3.15,-7.26,-0.36,-4.44,27.28,-1.79,-13.64,-12.33,-30.92,11.23,-22.16,-26.39,6.57,3.03,0.28
2481870,498_1,1.7333,-33.32,-0.1,0.93,0.38,-35.79,-80.94,-91.2,36.19,-5.98,4.01,-8.01,-0.34,-7.03,21.12,-0.79,-21.08,-10.53,-16.89,-3.62,-20.15,-20.64,4.94,2.41,0.29
2481871,498_1,1.7361,-36.5,3.9,0.92,-9.16,-48.47,-92.27,-98.99,44.66,-3.85,4.66,-8.31,-0.31,-8.15,13.91,0.32,-27.77,-8.19,-1.8,-18.7,-17.1,-13.88,3.1,1.74,0.28
2481872,498_1,1.7389,-36.69,8.15,0.9,-19.07,-59.47,-99.52,-102.74,54.18,-1.73,5.02,-8.15,-0.27,-7.75,6.38,1.43,-33.59,-5.49,13.25,-33.19,-13.33,-6.79,1.28,1.04,0.25
2481873,498_1,1.7417,-34.01,12.16,0.86,-28.11,-67.62,-102.3,-102.36,63.12,0.21,5.01,-7.52,-0.22,-5.92,-0.77,2.43,-38.05,-2.66,26.95,-45.83,-9.12,-0.03,-0.3,0.37,0.19
2481874,498_1,1.7444,-28.7,15.44,0.79,-35.04,-72.05,-100.31,-97.77,69.96,1.83,4.58,-6.46,-0.16,-2.88,-6.96,3.23,-40.35,0.09,37.9,-55.11,-4.67,5.88,-1.5,-0.26,0.12
2481875,498_1,1.7472,-21.1,17.69,0.72,-38.94,-72.22,-93.36,-88.94,73.62,3.01,3.72,-5.0,-0.12,0.94,-11.76,3.74,-39.63,2.55,44.84,-59.54,-0.14,10.54,-2.19,-0.82,0.04
2481876,498_1,1.75,-11.66,18.88,0.68,-39.39,-68.04,-81.44,-76.01,73.74,3.71,2.49,-3.21,-0.09,4.85,-14.85,3.89,-35.31,4.55,46.88,-58.07,4.32,13.63,-2.35,-1.31,-0.04
2481877,498_1,1.7528,-0.93,19.26,0.69,-36.63,-59.86,-64.86,-59.37,70.77,4.01,1.01,-1.17,-0.07,7.93,-15.99,3.6,-27.42,5.94,43.67,-50.45,8.44,14.93,-2.02,-1.75,-0.11
2481878,498_1,1.7556,10.43,19.29,0.76,-31.5,-48.44,-44.33,-39.81,65.8,4.05,-0.55,0.99,-0.08,8.94,-14.97,2.78,-16.86,6.62,35.58,-37.55,11.85,14.22,-1.3,-2.2,-0.16
2481879,498_1,1.7583,21.6,19.5,0.89,-25.31,-34.86,-21.0,-18.53,60.31,4.01,-2.02,3.17,-0.1,6.48,-11.56,1.3,-5.52,6.58,23.69,-21.43,13.98,11.24,-0.37,-2.7,-0.17
