jointmoment_id,session_trial,time,elbow_moment_x,elbow_moment_y,elbow_moment_z,shoulder_thorax_moment_x,shoulder_thorax_moment_y,shoulder_thorax_moment_z,shoulder_upper_arm_moment_x,shoulder_upper_arm_moment_y,shoulder_upper_arm_moment_z,wrist_moment_x,wrist_moment_y,wrist_moment_z,glove_elbow_moment_x,glove_elbow_moment_y,glove_elbow_moment_z,glove_shoulder_glove_upper_arm_moment_x,glove_shoulder_glove_upper_arm_moment_y,glove_shoulder_glove_upper_arm_moment_z,glove_shoulder_thorax_moment_x,glove_shoulder_thorax_moment_y,glove_shoulder_thorax_moment_z,glove_wrist_moment_x,glove_wrist_moment_y,glove_wrist_moment_z
2487204,499_1,1.4944,-24.85,137.48,-5.16,-139.02,108.74,40.01,-90.15,99.75,137.62,22.07,-5.01,0.4,20.47,-9.55,-0.15,19.46,-4.62,-4.57,18.93,-0.12,9.25,-1.65,3.08,-0.08
2487205,499_1,1.4972,-22.62,130.65,-5.93,-137.76,101.52,39.37,-102.49,91.27,136.78,20.98,-4.9,0.53,18.46,-6.24,-0.04,12.19,-5.86,-4.86,13.2,-3.25,6.04,-0.93,2.57,-0.04
2487206,499_1,1.5,-18.95,115.62,-6.39,-130.22,82.82,38.23,-113.54,71.79,129.88,18.6,-4.61,0.66,15.57,-2.56,0.07,3.05,-7.04,-4.46,5.5,-6.75,2.47,-0.17,1.89,0.0
2487207,499_1,1.5028,-13.6,92.48,-6.43,-116.13,53.01,36.39,-121.54,41.39,116.65,14.91,-4.1,0.75,11.98,1.17,0.18,-7.38,-8.02,-3.34,-3.72,-10.34,-1.17,0.56,1.1,0.04
2487208,499_1,1.5056,-6.44,62.67,-6.0,-96.15,14.6,33.87,-124.68,2.26,97.76,10.07,-3.34,0.79,8.05,4.64,0.31,-18.25,-8.74,-1.59,-13.69,-13.73,-4.59,1.17,0.26,0.08
2487209,499_1,1.5083,2.54,28.89,-5.09,-71.96,-27.8,31.06,-121.43,-41.33,74.76,4.49,-2.3,0.79,4.23,7.56,0.44,-28.53,-9.17,0.56,-23.42,-16.66,-7.47,1.62,-0.51,0.11
2487210,499_1,1.5111,13.12,-5.23,-3.78,-45.94,-68.26,28.7,-110.85,-83.71,49.86,-1.29,-1.0,0.72,1.0,9.64,0.59,-37.16,-9.33,2.87,-31.88,-18.88,-9.54,1.82,-1.14,0.14
2487211,499_1,1.5139,24.83,-35.8,-2.18,-20.87,-100.68,27.69,-92.9,-118.91,25.54,-6.66,0.51,0.6,-1.19,10.62,0.75,-43.17,-9.21,5.12,-38.09,-20.17,-10.54,1.71,-1.51,0.15
2487212,499_1,1.5167,36.92,-59.49,-0.42,0.72,-120.26,28.82,-68.61,-141.98,4.05,-11.04,2.17,0.44,-2.06,10.33,0.92,-45.84,-8.85,7.16,-41.34,-20.35,-10.29,1.25,-1.58,0.16
2487213,499_1,1.5194,48.4,-74.21,1.3,16.97,-124.69,32.26,-40.09,-150.16,-12.97,-14.03,3.83,0.26,-1.53,8.7,1.1,-44.8,-8.22,8.92,-41.26,-19.31,-8.72,0.42,-1.29,0.16
2487214,499_1,1.5222,58.12,-79.41,2.85,26.99,-114.69,37.37,-10.36,-143.36,-24.67,-15.44,5.34,0.06,0.28,5.82,1.26,-40.18,-7.34,10.39,-37.94,-17.07,-5.9,-0.77,-0.67,0.14
2487215,499_1,1.525,64.9,-76.04,4.1,30.9,-93.85,42.59,16.97,-123.93,-31.05,-15.29,6.52,-0.12,3.03,1.95,1.37,-32.61,-6.22,11.61,-31.95,-13.76,-2.09,-2.26,0.25,0.11
2487216,499_1,1.5278,67.67,-66.1,4.95,29.58,-67.64,45.79,38.27,-95.76,-32.72,-13.81,7.19,-0.27,6.26,-2.45,1.39,-23.19,-4.89,12.61,-24.3,-9.65,2.27,-3.9,1.4,0.06
2487217,499_1,1.5306,65.73,-52.07,5.39,24.31,-42.12,44.87,50.36,-63.18,-30.7,-11.32,7.24,-0.39,9.45,-6.78,1.29,-13.38,-3.43,13.4,-16.26,-5.15,6.58,-5.52,2.67,-0.01
2487218,499_1,1.5333,58.85,-36.37,5.43,16.45,-22.62,38.3,51.22,-30.0,-26.17,-8.19,6.59,-0.47,12.15,-10.32,1.01,-4.71,-1.94,13.85,-9.14,-0.78,10.12,-6.87,3.97,-0.08
2487219,499_1,1.5361,47.42,-20.97,5.12,7.25,-12.7,25.57,40.33,0.99,-20.25,-4.77,5.28,-0.51,14.07,-12.37,0.53,1.5,-0.53,13.76,-4.03,2.97,12.2,-7.69,5.2,-0.16
2487220,499_1,1.5389,32.46,-7.31,4.54,-2.24,-13.62,7.28,18.91,28.08,-13.92,-1.4,3.43,-0.51,15.1,-12.38,-0.14,4.41,0.7,12.83,-1.54,5.68,12.29,-7.74,6.31,-0.23
2487221,499_1,1.5417,15.45,3.74,3.8,-11.13,-24.42,-14.96,-10.35,50.36,-7.96,1.63,1.23,-0.49,15.33,-10.12,-0.98,3.84,1.74,10.85,-1.69,7.11,10.14,-6.86,7.22,-0.29
2487222,499_1,1.5444,-1.83,11.72,2.98,-18.65,-42.33,-38.91,-43.68,67.45,-2.94,4.1,-1.1,-0.44,15.02,-5.81,-1.9,0.32,2.64,7.78,-3.95,7.32,5.94,-5.0,7.88,-0.32
2487223,499_1,1.5472,-17.64,16.5,2.18,-24.17,-63.58,-62.04,-76.91,79.19,0.76,5.85,-3.31,-0.39,14.47,-0.11,-2.8,-5.07,3.54,3.93,-7.4,6.66,0.37,-2.29,8.27,-0.31
2487224,499_1,1.55,-30.46,18.23,1.47,-27.23,-84.26,-81.97,-106.15,85.62,2.96,6.79,-5.2,-0.33,14.0,5.89,-3.57,-10.97,4.62,-0.06,-11.06,5.69,-5.53,0.96,8.37,-0.27
2487225,499_1,1.5528,-39.22,17.26,0.92,-27.68,-101.01,-96.77,-128.29,86.98,3.67,6.91,-6.61,-0.28,13.88,10.93,-4.13,-16.06,6.03,-3.28,-14.08,5.04,-10.5,4.28,8.18,-0.21
2487226,499_1,1.5556,-43.4,14.15,0.57,-25.68,-111.53,-105.14,-141.38,83.81,3.05,6.31,-7.45,-0.25,14.36,13.89,-4.45,-19.35,7.83,-4.84,-15.92,5.24,-13.42,7.13,7.75,-0.12
2487227,499_1,1.5583,-43.02,9.62,0.44,-21.8,-114.8,-106.55,-144.72,77.05,1.45,5.11,-7.68,-0.24,15.57,14.02,-4.54,-20.28,9.89,-4.14,-16.35,6.51,-13.54,8.97,7.2,-0.04
2487228,499_1,1.5611,-38.58,4.5,0.53,-16.9,-111.01,-101.25,-138.82,67.94,-0.73,3.53,-7.34,-0.25,17.58,11.25,-4.51,-18.73,11.95,-1.15,-15.38,8.7,-10.76,9.4,6.64,0.04
2487229,499_1,1.5639,-30.98,-0.39,0.79,-11.95,-101.26,-90.16,-125.21,57.89,-3.01,1.79,-6.49,-0.28,20.25,6.17,-4.48,-14.96,13.61,3.51,-13.11,11.31,-5.64,8.26,6.22,0.09
2487230,499_1,1.5667,-21.33,-4.32,1.17,-7.92,-87.26,-74.74,-106.1,48.21,-4.96,0.12,-5.28,-0.32,23.22,0.01,-4.54,-9.49,14.46,8.62,-9.65,13.58,0.62,5.7,6.03,0.12
2487231,499_1,1.5694,-10.86,-6.79,1.56,-5.57,-70.9,-56.83,-84.11,39.94,-6.23,-1.28,-3.85,-0.36,25.95,-5.64,-4.75,-2.94,14.13,12.58,-5.07,14.69,6.45,2.14,6.12,0.13
2487232,499_1,1.5722,-0.72,-7.57,1.89,-5.36,-53.99,-38.39,-61.91,33.66,-6.62,-2.28,-2.37,-0.39,27.69,-9.09,-5.08,4.06,12.44,13.76,0.6,13.97,10.19,-1.76,6.44,0.11
2487233,499_1,1.575,8.06,-6.69,2.06,-7.49,-38.03,-21.34,-41.97,29.48,-6.06,-2.78,-0.99,-0.39,27.73,-8.93,-5.46,10.89,9.4,10.79,7.28,11.0,10.4,-5.22,6.9,0.09
2487234,499_1,1.5778,14.73,-4.44,2.01,-11.9,-24.11,-7.31,-26.33,27.12,-4.64,-2.78,0.16,-0.37,25.5,-4.27,-5.77,17.1,5.26,2.95,14.83,5.8,6.21,-7.55,7.38,0.07
2487235,499_1,1.5806,18.83,-1.23,1.73,-18.4,-12.9,2.49,-16.39,26.03,-2.54,-2.33,1.0,-0.31,20.76,5.0,-5.92,22.36,0.48,-9.7,23.02,-1.23,-2.53,-8.24,7.76,0.05
2487236,499_1,1.5833,20.21,2.44,1.25,-26.66,-4.67,7.35,-12.86,25.56,-0.03,-1.51,1.49,-0.22,13.73,18.17,-5.83,26.51,-4.37,-26.18,31.48,-9.34,-15.15,-7.08,7.95,0.05
2487237,499_1,1.5861,19.03,6.07,0.61,-36.27,0.65,7.15,-15.69,25.07,2.57,-0.47,1.63,-0.11,5.07,33.79,-5.5,29.53,-8.65,-44.77,39.66,-17.56,-30.23,-4.24,7.92,0.07
2487238,499_1,1.5889,15.71,9.25,-0.08,-46.73,3.43,2.29,-24.14,24.02,5.0,0.66,1.48,-0.01,-4.23,49.9,-5.0,31.38,-11.79,-63.21,46.83,-24.86,-45.84,-0.19,7.69,0.09
2487239,499_1,1.5917,10.86,11.66,-0.76,-57.41,4.18,-6.34,-36.9,22.08,6.99,1.73,1.11,0.1,-13.04,64.35,-4.42,31.95,-13.32,-79.05,52.06,-30.36,-59.9,4.36,7.32,0.13
2487240,499_1,1.5944,5.15,13.11,-1.33,-67.62,3.54,-17.54,-52.27,19.1,8.41,2.64,0.61,0.18,-20.3,75.13,-3.84,31.01,-12.95,-89.97,54.26,-33.4,-70.41,8.64,6.85,0.16
2487241,499_1,1.5972,-0.7,13.61,-1.75,-76.62,2.14,-29.9,-68.35,15.17,9.19,3.33,0.07,0.23,-25.21,80.62,-3.32,28.17,-10.51,-94.08,52.34,-33.6,-75.8,11.93,6.32,0.18
2487242,499_1,1.6,-6.07,13.27,-2.01,-83.76,0.55,-41.94,-83.3,10.61,9.37,3.76,-0.41,0.26,-27.34,79.71,-2.85,23.07,-5.97,-90.13,45.37,-30.89,-75.04,13.7,5.72,0.18
2487243,499_1,1.6028,-10.41,12.35,-2.11,-88.46,-0.79,-52.32,-95.5,5.87,9.07,3.97,-0.76,0.27,-26.63,71.97,-2.38,15.45,0.55,-77.64,32.81,-25.44,-67.74,13.67,5.01,0.17
2487244,499_1,1.6056,-13.34,11.12,-2.08,-90.35,-1.6,-59.96,-103.7,1.46,8.46,4.0,-0.91,0.25,-23.34,57.62,-1.8,5.39,8.75,-57.05,14.77,-17.73,-54.2,11.79,4.12,0.15
2487245,499_1,1.6083,-14.6,9.86,-1.96,-89.22,-1.8,-64.15,-107.12,-2.22,7.69,3.91,-0.84,0.22,-17.92,37.63,-1.02,-6.6,18.11,-29.73,-7.79,-8.45,-35.39,8.27,3.02,0.12
2487246,499_1,1.6111,-14.12,8.72,-1.79,-85.03,-1.45,-64.66,-105.51,-4.92,6.9,3.73,-0.51,0.19,-10.91,13.59,-0.01,-19.52,27.83,2.02,-33.07,1.47,-12.9,3.49,1.73,0.08
2487247,499_1,1.6139,-11.94,7.75,-1.6,-77.98,-0.76,-61.71,-99.1,-6.64,6.13,3.49,0.03,0.15,-2.87,-12.36,1.21,-31.98,36.88,35.23,-58.52,10.94,11.24,-2.09,0.32,0.04
2487248,499_1,1.6167,-8.25,6.87,-1.41,-68.41,0.02,-55.95,-88.56,-7.57,5.38,3.19,0.77,0.12,5.67,-37.8,2.55,-42.36,44.08,66.51,-81.18,18.81,34.73,-7.92,-1.09,0.01
2487249,499_1,1.6194,-3.35,5.92,-1.22,-56.88,0.64,-48.29,-74.95,-8.06,4.59,2.81,1.63,0.1,14.24,-60.33,3.86,-49.14,48.3,92.62,-98.16,24.09,55.36,-13.48,-2.32,-0.03
2487250,499_1,1.6222,2.36,4.72,-1.01,-44.14,0.94,-39.79,-59.56,-8.47,3.68,2.34,2.54,0.08,22.34,-77.83,4.96,-51.21,48.66,110.85,-107.15,26.06,71.22,-18.31,-3.21,-0.06
2487251,499_1,1.625,8.42,3.15,-0.78,-31.06,0.87,-31.5,-43.82,-9.12,2.6,1.76,3.43,0.06,29.53,-88.79,5.7,-48.12,44.76,119.5,-106.92,24.4,80.99,-22.02,-3.65,-0.1
2487252,499_1,1.6278,14.34,1.13,-0.51,-18.54,0.56,-24.34,-29.12,-10.2,1.3,1.07,4.23,0.05,35.38,-92.44,5.99,-40.2,36.79,118.07,-97.53,19.33,84.06,-24.34,-3.57,-0.14
2487253,499_1,1.6306,19.66,-1.28,-0.19,-7.47,0.24,-19.01,-16.72,-11.8,-0.19,0.31,4.87,0.02,39.53,-88.84,5.77,-28.56,25.52,107.32,-80.35,11.48,80.59,-25.13,-2.98,-0.19
2487254,499_1,1.6333,23.93,-3.97,0.17,1.47,0.24,-15.98,-7.6,-13.92,-1.82,-0.48,5.34,0.0,41.81,-78.83,5.05,-14.83,12.24,89.08,-57.77,1.9,71.42,-24.4,-1.96,-0.24
2487255,499_1,1.6361,26.86,-6.8,0.57,7.89,0.89,-15.49,-2.35,-16.56,-3.5,-1.25,5.6,-0.03,42.19,-63.88,3.92,-0.86,-1.54,65.9,-32.71,-8.2,57.96,-22.28,-0.61,-0.29
2487256,499_1,1.6389,28.24,-9.64,0.97,11.78,2.45,-17.58,-1.1,-19.77,-5.16,-1.94,5.65,-0.07,40.88,-45.9,2.51,11.7,-14.28,40.64,-8.1,-17.59,41.95,-19.03,0.91,-0.32
2487257,499_1,1.6417,28.07,-12.45,1.34,13.53,5.03,-22.1,-3.53,-23.72,-6.76,-2.52,5.51,-0.1,38.15,-26.96,0.98,21.64,-24.68,16.03,13.59,-25.2,25.24,-15.02,2.41,-0.33
2487258,499_1,1.6444,26.46,-15.24,1.67,13.93,8.55,-28.73,-8.86,-28.66,-8.29,-2.97,5.21,-0.13,34.37,-9.09,-0.46,28.35,-31.86,-5.66,30.72,-30.3,9.58,-10.65,3.71,-0.32
2487259,499_1,1.6472,23.72,-18.1,1.92,14.01,12.77,-37.05,-15.95,-34.9,-9.78,-3.31,4.76,-0.15,29.85,6.01,-1.64,31.87,-35.45,-22.83,42.49,-32.57,-3.59,-6.33,4.61,-0.28
2487260,499_1,1.65,20.21,-21.15,2.08,14.89,17.28,-46.5,-23.53,-42.72,-11.28,-3.56,4.22,-0.16,24.83,17.15,-2.38,32.65,-35.6,-34.63,48.94,-32.1,-13.34,-2.42,4.98,-0.22
2487261,499_1,1.6528,16.39,-24.47,2.16,17.55,21.61,-56.47,-30.34,-52.26,-12.82,-3.74,3.65,-0.15,19.51,23.81,-2.58,31.38,-32.89,-40.97,50.67,-29.36,-19.27,0.81,4.75,-0.13
2487262,499_1,1.6556,12.65,-28.08,2.15,22.65,25.38,-66.33,-35.35,-63.43,-14.42,-3.89,3.08,-0.14,14.06,26.11,-2.21,28.79,-28.23,-42.38,48.6,-25.07,-21.56,3.23,3.91,-0.03
2487263,499_1,1.6583,9.34,-31.91,2.05,30.43,28.31,-75.5,-37.98,-75.92,-16.05,-4.02,2.57,-0.1,8.68,24.78,-1.31,25.44,-22.64,-39.88,43.82,-20.1,-20.85,4.84,2.61,0.09
2487264,499_1,1.6611,6.64,-35.82,1.88,40.64,30.36,-83.56,-38.18,-89.22,-17.64,-4.15,2.16,-0.06,3.61,20.98,-0.04,21.73,-17.12,-34.72,37.34,-15.26,-18.13,5.75,1.02,0.21
2487265,499_1,1.6639,4.59,-39.65,1.64,52.65,31.74,-90.29,-36.4,-102.73,-19.14,-4.26,1.87,-0.01,-0.8,16.05,1.4,17.87,-12.51,-28.25,30.09,-11.27,-14.48,6.15,-0.58,0.32
2487266,499_1,1.6667,3.08,-43.24,1.36,65.59,32.8,-95.7,-33.51,-115.83,-20.46,-4.37,1.72,0.04,-4.14,11.28,2.79,14.01,-9.37,-21.74,22.85,-8.6,-10.97,6.26,-1.92,0.44
2487267,499_1,1.6694,1.88,-46.49,1.06,78.53,34.02,-100.03,-30.61,-127.99,-21.61,-4.49,1.67,0.1,-5.98,7.75,3.88,10.24,-7.95,-16.22,16.27,-7.48,-8.4,6.28,-2.77,0.53
2487268,499_1,1.6722,0.71,-49.38,0.77,90.6,35.83,-103.59,-28.77,-138.81,-22.58,-4.64,1.7,0.15,-5.91,6.13,4.49,6.74,-8.2,-12.43,10.87,-7.9,-7.29,6.34,-2.96,0.61
2487269,499_1,1.675,-0.71,-51.95,0.51,101.16,38.53,-106.75,-28.89,-148.04,-23.43,-4.84,1.78,0.18,-3.68,6.66,4.5,3.71,-9.86,-10.74,7.02,-9.65,-7.79,6.53,-2.43,0.65
2487270,499_1,1.6778,-2.59,-54.27,0.3,109.84,42.18,-109.77,-31.45,-155.54,-24.25,-5.1,1.85,0.21,0.7,9.19,3.9,1.4,-12.49,-11.22,4.94,-12.4,-9.74,6.85,-1.25,0.65
2487271,499_1,1.6806,-5.04,-56.46,0.17,116.52,46.64,-112.77,-36.51,-161.26,-25.11,-5.45,1.9,0.22,6.92,13.27,2.74,0.02,-15.6,-13.62,4.67,-15.75,-12.77,7.25,0.38,0.6
2487272,499_1,1.6833,-8.04,-58.57,0.12,121.29,51.49,-115.69,-43.69,-165.19,-26.08,-5.9,1.92,0.21,14.32,18.29,1.15,-0.29,-18.72,-17.53,6.09,-19.3,-16.4,7.65,2.22,0.51
2487273,499_1,1.6861,-11.5,-60.67,0.13,124.37,56.22,-118.32,-52.3,-167.35,-27.2,-6.43,1.9,0.19,22.02,23.62,-0.69,0.49,-21.45,-22.42,8.93,-22.71,-20.17,7.98,3.95,0.36
2487274,499_1,1.6889,-15.22,-62.74,0.19,126.07,60.26,-120.36,-61.41,-167.82,-28.47,-7.05,1.88,0.17,29.03,28.75,-2.57,2.23,-23.53,-27.77,12.82,-25.71,-23.69,8.18,5.29,0.18
2487275,499_1,1.6917,-18.98,-64.74,0.28,126.67,63.1,-121.48,-70.08,-166.68,-29.84,-7.73,1.86,0.14,34.45,33.29,-4.31,4.71,-24.85,-33.13,17.34,-28.14,-26.74,8.21,6.05,-0.03
2487276,499_1,1.6944,-22.55,-66.58,0.36,126.43,64.35,-121.39,-77.43,-164.07,-31.25,-8.45,1.85,0.1,37.67,37.05,-5.75,7.63,-25.41,-38.14,22.06,-29.95,-29.19,8.08,6.11,-0.24
2487277,499_1,1.6972,-25.73,-68.14,0.43,125.52,63.82,-119.87,-82.77,-160.16,-32.59,-9.17,1.87,0.08,38.43,39.89,-6.79,10.73,-25.33,-42.52,26.58,-31.17,-31.01,7.78,5.5,-0.44
2487278,499_1,1.7,-28.34,-69.27,0.45,124.07,61.47,-116.84,-85.65,-155.17,-33.76,-9.85,1.89,0.06,36.85,41.73,-7.37,13.76,-24.75,-46.03,30.59,-31.89,-32.17,7.31,4.35,-0.59
2487279,499_1,1.7028,-30.26,-69.85,0.45,122.14,57.47,-112.31,-85.87,-149.32,-34.65,-10.44,1.92,0.04,33.32,42.49,-7.46,16.56,-23.86,-48.48,33.81,-32.24,-32.63,6.68,2.86,-0.7
2487280,499_1,1.7056,-31.38,-69.74,0.43,119.79,52.09,-106.43,-83.47,-142.87,-35.19,-10.88,1.93,0.03,28.41,42.11,-7.11,19.03,-22.79,-49.71,36.07,-32.3,-32.35,5.88,1.24,-0.74
2487281,499_1,1.7083,-31.65,-68.89,0.42,117.02,45.69,-99.43,-78.72,-136.06,-35.3,-11.13,1.92,0.01,22.69,40.51,-6.37,21.15,-21.62,-49.65,37.31,-32.15,-31.26,4.91,-0.3,-0.72
2487282,499_1,1.7111,-31.05,-67.27,0.44,113.84,38.72,-91.63,-72.04,-129.11,-34.96,-11.15,1.89,-0.01,16.67,37.74,-5.33,22.9,-20.37,-48.31,37.56,-31.79,-29.35,3.78,-1.6,-0.65
2487283,499_1,1.7139,-29.6,-64.92,0.52,110.23,31.63,-83.41,-63.97,-122.19,-34.18,-10.93,1.85,-0.04,10.74,33.93,-4.1,24.32,-18.98,-45.86,37.0,-31.18,-26.71,2.52,-2.58,-0.54
2487284,499_1,1.7167,-27.36,-61.95,0.65,106.16,24.89,-75.13,-55.13,-115.44,-32.99,-10.48,1.82,-0.07,5.18,29.34,-2.8,25.41,-17.37,-42.59,35.87,-30.23,-23.49,1.22,-3.19,-0.41
2487285,499_1,1.7194,-24.47,-58.5,0.82,101.59,18.95,-67.19,-46.15,-108.95,-31.44,-9.82,1.82,-0.11,0.15,24.38,-1.54,26.17,-15.44,-38.86,34.44,-28.86,-19.96,-0.01,-3.44,-0.26
2487286,499_1,1.7222,-21.1,-54.78,1.02,96.54,14.22,-59.94,-37.62,-102.86,-29.59,-9.02,1.85,-0.14,-4.27,19.52,-0.42,26.55,-13.18,-35.11,32.99,-27.0,-16.44,-1.07,-3.4,-0.12
2487287,499_1,1.725,-17.47,-51.02,1.21,91.06,11.05,-53.72,-30.09,-97.31,-27.55,-8.14,1.92,-0.17,-8.04,15.23,0.48,26.5,-10.61,-31.71,31.7,-24.64,-13.28,-1.84,-3.14,0.0
2487288,499_1,1.7278,-13.79,-47.46,1.36,85.3,9.7,-48.82,-23.99,-92.51,-25.41,-7.27,2.02,-0.17,-11.17,11.85,1.13,25.95,-7.84,-28.91,30.66,-21.85,-10.74,-2.25,-2.76,0.1
2487289,499_1,1.7306,-10.32,-44.34,1.43,79.47,10.32,-45.44,-19.62,-88.66,-23.27,-6.47,2.13,-0.16,-13.69,9.57,1.53,24.91,-5.06,-26.82,29.83,-18.77,-8.95,-2.33,-2.34,0.19
2487290,499_1,1.7333,-7.25,-41.82,1.41,73.82,12.86,-43.68,-17.08,-85.91,-21.25,-5.8,2.23,-0.12,-15.65,8.27,1.73,23.44,-2.45,-25.32,29.12,-15.61,-7.86,-2.17,-1.97,0.24
2487291,499_1,1.7361,-4.71,-39.97,1.31,68.56,17.07,-43.43,-16.24,-84.27,-19.41,-5.3,2.31,-0.06,-17.08,7.62,1.79,21.65,-0.23,-24.13,28.32,-12.6,-7.25,-1.92,-1.72,0.28
2487292,499_1,1.7389,-2.77,-38.73,1.14,63.86,22.46,-44.36,-16.73,-83.51,-17.79,-4.96,2.34,0.01,-18.04,7.11,1.82,19.72,1.44,-22.84,27.24,-10.0,-6.77,-1.8,-1.64,0.29
2487293,499_1,1.7417,-1.37,-37.9,0.94,59.8,28.28,-45.93,-17.93,-83.16,-16.39,-4.76,2.31,0.08,-18.57,6.19,1.88,17.84,2.43,-21.03,25.66,-8.02,-6.02,-2.0,-1.73,0.28
2487294,499_1,1.7444,-0.4,-37.15,0.73,56.35,33.65,-47.42,-19.07,-82.54,-15.13,-4.63,2.22,0.15,-18.7,4.4,2.03,16.16,2.69,-18.37,23.46,-6.8,-4.69,-2.66,-1.97,0.25
2487295,499_1,1.7472,0.33,-36.13,0.57,53.42,37.61,-48.04,-19.37,-80.86,-13.94,-4.51,2.08,0.2,-18.46,1.57,2.29,14.75,2.23,-14.74,20.6,-6.37,-2.62,-3.83,-2.3,0.2
2487296,499_1,1.75,1.05,-34.45,0.47,50.86,39.35,-47.04,-18.15,-77.35,-12.71,-4.34,1.92,0.22,-17.85,-2.12,2.6,13.63,1.12,-10.29,17.17,-6.67,0.06,-5.38,-2.64,0.13
2487297,499_1,1.7528,1.92,-31.83,0.45,48.53,38.32,-43.92,-15.02,-71.45,-11.35,-4.06,1.77,0.22,-16.9,-6.13,2.89,12.71,-0.48,-5.48,13.44,-7.51,2.98,-7.08,-2.87,0.05
2487298,499_1,1.7556,3.09,-28.14,0.51,46.27,34.37,-38.45,-9.96,-62.94,-9.79,-3.64,1.67,0.18,-15.65,-9.6,3.04,11.87,-2.39,-1.03,9.79,-8.61,5.56,-8.52,-2.89,-0.03
2487299,499_1,1.7583,4.58,-23.38,0.62,43.95,27.77,-30.8,-3.34,-51.97,-7.99,-3.08,1.66,0.13,-14.18,-11.58,2.94,10.96,-4.33,2.2,6.7,-9.65,7.09,-9.25,-2.65,-0.09
2487300,499_1,1.7611,6.37,-17.74,0.76,41.48,19.2,-21.45,4.21,-39.09,-5.97,-2.39,1.75,0.05,-12.59,-11.19,2.52,9.91,-6.04,3.39,4.67,-10.29,6.93,-8.82,-2.11,-0.14
2487301,499_1,1.7639,8.37,-11.53,0.9,38.79,9.6,-11.17,11.87,-25.17,-3.78,-1.63,1.98,-0.02,-11.05,-7.86,1.77,8.64,-7.24,1.95,4.08,-10.24,4.65,-6.85,-1.35,-0.16
2487302,499_1,1.7667,10.48,-5.14,1.0,35.88,0.01,-0.87,18.87,-11.26,-1.54,-0.84,2.33,-0.1,-9.72,-1.51,0.77,7.12,-7.7,-2.34,5.07,-9.31,0.11,-3.17,-0.45,-0.14
2487303,499_1,1.7694,12.57,0.98,1.04,32.83,-8.59,8.55,24.59,1.52,0.64,-0.08,2.79,-0.16,-8.72,7.46,-0.32,5.28,-7.34,-9.2,7.45,-7.48,-6.46,2.16,0.48,-0.09
2487304,499_1,1.7722,14.53,6.4,1.03,29.76,-15.38,16.26,28.68,12.17,2.62,0.59,3.32,-0.2,-8.08,18.25,-1.29,2.99,-6.22,-17.87,10.67,-4.89,-14.56,8.83,1.36,-0.01
2487305,499_1,1.775,16.26,10.78,0.96,26.84,-19.83,21.65,31.08,19.91,4.27,1.11,3.87,-0.22,-7.68,29.78,-1.95,0.01,-4.56,-27.24,13.87,-1.86,-23.45,16.29,2.2,0.1
2487306,499_1,1.7778,17.67,13.86,0.85,24.25,-21.71,24.38,31.93,24.29,5.48,1.48,4.38,-0.22,-7.23,40.87,-2.14,-3.86,-2.71,-36.05,16.12,1.23,-32.28,23.84,3.13,0.22
2487307,499_1,1.7806,18.69,15.56,0.7,22.1,-21.11,24.46,31.53,25.27,6.22,1.68,4.78,-0.21,-6.32,50.35,-1.79,-8.68,-0.97,-43.02,16.6,4.0,-40.15,30.74,4.43,0.36
2487308,499_1,1.7833,19.29,15.96,0.54,20.44,-18.39,22.22,30.24,23.23,6.51,1.74,5.05,-0.18,-4.46,57.05,-0.92,-14.16,0.47,-47.09,14.91,6.21,-46.09,36.29,6.45,0.49
2487309,499_1,1.7861,19.44,15.32,0.35,19.21,-14.15,18.34,28.36,18.93,6.43,1.7,5.14,-0.15,-1.3,59.83,0.36,-19.56,1.7,-47.51,11.22,7.87,-49.08,39.95,9.58,0.62
2487310,499_1,1.7889,19.18,14.04,0.13,18.29,-9.13,13.71,26.14,13.48,6.16,1.64,5.06,-0.11,3.23,57.68,1.89,-23.74,3.05,-43.93,6.28,9.19,-48.19,41.38,14.14,0.72
2487311,499_1,1.7917,18.54,12.58,-0.12,17.47,-4.13,9.38,23.73,8.11,5.88,1.59,4.82,-0.06,8.81,49.96,3.48,-25.33,5.0,-36.53,1.33,10.56,-42.75,40.47,20.29,0.79
2487312,499_1,1.7944,17.62,11.4,-0.41,16.57,0.09,6.38,21.18,4.07,5.79,1.63,4.46,-0.01,14.63,36.72,4.92,-23.14,7.95,-26.1,-2.19,12.29,-32.68,37.35,27.98,0.83
2487313,499_1,1.7972,16.5,10.91,-0.75,15.41,2.93,5.54,18.52,2.4,6.02,1.79,4.01,0.04,19.59,18.99,5.99,-16.56,11.98,-13.95,-3.05,14.52,-18.7,32.28,36.93,0.83
2487314,499_2,0.0,1.29,-5.64,0.76,5.11,-0.7,-2.18,3.21,-1.78,-4.19,-1.33,-0.15,-0.23,15.03,22.02,0.14,-3.84,-4.26,-24.64,7.77,-10.28,-21.72,7.03,0.5,0.2
2487315,499_2,0.0028,0.38,-6.33,0.86,4.37,-0.21,-3.28,1.9,-2.0,-4.7,-1.51,-0.27,-0.25,13.19,23.37,0.2,-5.71,-4.09,-25.6,6.6,-11.39,-23.04,6.88,-0.25,0.22
